id,Season,Location,Round/Stage,Obstacle Name,Obstacle Order
795,10.0,Dallas,Finals (Regional/City),Broken Bridge,4.0
796,10.0,Dallas,Finals (Regional/City),Crank It Up,5.0
797,10.0,Dallas,Finals (Regional/City),Warped Wall,6.0
798,10.0,Dallas,Finals (Regional/City),Salmon Ladder,7.0
799,10.0,Dallas,Finals (Regional/City),Nail Clipper,8.0
800,10.0,Dallas,Finals (Regional/City),Fallout,9.0
801,10.0,Dallas,Finals (Regional/City),Spider Trap,10.0
802,10.0,Miami,Qualifying (Regional/City),Floating Steps,1.0
803,10.0,Miami,Qualifying (Regional/City),Fly Wheels,2.0
804,10.0,Miami,Qualifying (Regional/City),Razor's Edge,3.0
805,10.0,Miami,Qualifying (Regional/City),Ring Turn,4.0
806,10.0,Miami,Qualifying (Regional/City),Slippery Summit,5.0
807,10.0,Miami,Qualifying (Regional/City),Warped Wall / Mega Wall,6.0
808,10.0,Miami,Finals (Regional/City),Archer Steps,1.0
809,10.0,Miami,Finals (Regional/City),Cannonball Drop,2.0
810,10.0,Miami,Finals (Regional/City),Razor's Edge,3.0
811,10.0,Miami,Finals (Regional/City),Ring Turn,4.0
812,10.0,Miami,Finals (Regional/City),Slippery Summit,5.0
813,10.0,Miami,Finals (Regional/City),Warped Wall,6.0
814,10.0,Miami,Finals (Regional/City),Salmon Ladder,7.0
815,10.0,Miami,Finals (Regional/City),Crazy Clocks,8.0
816,10.0,Miami,Finals (Regional/City),Stair Hopper,9.0
817,10.0,Miami,Finals (Regional/City),Spider Trap,10.0
818,10.0,Indianapolis,Qualifying (Regional/City),Floating Steps,1.0
819,10.0,Indianapolis,Qualifying (Regional/City),Cannonball Drop,2.0
820,10.0,Indianapolis,Qualifying (Regional/City),Wheel Flip,3.0
821,10.0,Indianapolis,Qualifying (Regional/City),Block Run,4.0
822,10.0,Indianapolis,Qualifying (Regional/City),Spin Hopper,5.0
823,10.0,Indianapolis,Qualifying (Regional/City),Warped Wall / Mega Wall,6.0
824,10.0,Indianapolis,Finals (Regional/City),Archer Steps,1.0
825,10.0,Indianapolis,Finals (Regional/City),Fly Wheels,2.0
826,10.0,Indianapolis,Finals (Regional/City),Wheel Flip,3.0
827,10.0,Indianapolis,Finals (Regional/City),Block Run,4.0
828,10.0,Indianapolis,Finals (Regional/City),Spin Hopper,5.0
829,10.0,Indianapolis,Finals (Regional/City),Warped Wall,6.0
830,10.0,Indianapolis,Finals (Regional/City),Salmon Ladder,7.0
831,10.0,Indianapolis,Finals (Regional/City),The Clacker,8.0
832,10.0,Indianapolis,Finals (Regional/City),Cane Lane,9.0
833,10.0,Indianapolis,Finals (Regional/City),Spider Trap,10.0
834,10.0,Philadelphia,Qualifying (Regional/City),Floating Steps,1.0
835,10.0,Philadelphia,Qualifying (Regional/City),Spinning Bowties,2.0
836,10.0,Philadelphia,Qualifying (Regional/City),Broken Bridge,3.0
837,10.0,Philadelphia,Qualifying (Regional/City),Wingnuts,4.0
838,10.0,Philadelphia,Qualifying (Regional/City),Lightning Bolts,5.0
839,10.0,Philadelphia,Qualifying (Regional/City),Warped Wall / Mega Wall,6.0
840,10.0,Philadelphia,Finals (Regional/City),Archer Steps,1.0
841,10.0,Philadelphia,Finals (Regional/City),Spinning Bowties,2.0
842,10.0,Philadelphia,Finals (Regional/City),Broken Bridge,3.0
843,10.0,Philadelphia,Finals (Regional/City),Wingnuts,4.0
844,10.0,Philadelphia,Finals (Regional/City),Lightning Bolts,5.0
845,10.0,Philadelphia,Finals (Regional/City),Warped Wall,6.0
846,10.0,Philadelphia,Finals (Regional/City),Salmon Ladder,7.0
847,10.0,Philadelphia,Finals (Regional/City),Captain's Wheel,8.0
848,10.0,Philadelphia,Finals (Regional/City),Spinball Wizard,9.0
849,10.0,Philadelphia,Finals (Regional/City),Spider Trap,10.0
850,10.0,Minneapolis,Qualifying (Regional/City),Floating Steps,1.0
851,10.0,Minneapolis,Qualifying (Regional/City),Double Twister,2.0
852,10.0,Minneapolis,Qualifying (Regional/City),Ring Jump,3.0
853,10.0,Minneapolis,Qualifying (Regional/City),Diamond Dash,4.0
854,10.0,Minneapolis,Qualifying (Regional/City),Battering Ram,5.0
855,10.0,Minneapolis,Qualifying (Regional/City),Warped Wall / Mega Wall,6.0
856,10.0,Minneapolis,Finals (Regional/City),Archer Steps,1.0
857,10.0,Minneapolis,Finals (Regional/City),Double Twister,2.0
858,10.0,Minneapolis,Finals (Regional/City),Sky Hooks,3.0
859,10.0,Minneapolis,Finals (Regional/City),Diamond Dash,4.0
860,10.0,Minneapolis,Finals (Regional/City),Battering Ram,5.0
861,10.0,Minneapolis,Finals (Regional/City),Warped Wall,6.0
862,10.0,Minneapolis,Finals (Regional/City),Salmon Ladder,7.0
863,10.0,Minneapolis,Finals (Regional/City),The Hinge,8.0
864,10.0,Minneapolis,Finals (Regional/City),Iron Maiden,9.0
865,10.0,Minneapolis,Finals (Regional/City),Spider Trap,10.0
866,10.0,Las Vegas,National Finals - Stage 1,Archer Alley,1.0
867,10.0,Las Vegas,National Finals - Stage 1,Propeller Bar,2.0
868,10.0,Las Vegas,National Finals - Stage 1,Double Dipper,3.0
869,10.0,Las Vegas,National Finals - Stage 1,Jumping Spider,4.0
870,10.0,Las Vegas,National Finals - Stage 1,Jeep Run,5.0
871,10.0,Las Vegas,National Finals - Stage 1,Warped Wall,6.0
872,10.0,Las Vegas,National Finals - Stage 1,Razor Beams,7.0
873,10.0,Las Vegas,National Finals - Stage 1,Twist & Fly,8.0
874,10.0,Las Vegas,National Finals - Stage 1,Rope Ladder,9.0
875,10.0,Las Vegas,National Finals - Stage 2,Epic Catch & Release,1.0
876,10.0,Las Vegas,National Finals - Stage 2,Criss Cross Salmon Ladder,2.0
877,10.0,Las Vegas,National Finals - Stage 2,Deja Vu,3.0
878,10.0,Las Vegas,National Finals - Stage 2,Swing Surfer,4.0
879,10.0,Las Vegas,National Finals - Stage 2,Wingnut Alley,5.0
880,10.0,Las Vegas,National Finals - Stage 2,Water Walls,6.0
881,10.0,Las Vegas,National Finals - Stage 3,Floating Boards,1.0
882,10.0,Las Vegas,National Finals - Stage 3,En Garde,2.0
883,10.0,Las Vegas,National Finals - Stage 3,Crazy Clocks,3.0
884,10.0,Las Vegas,National Finals - Stage 3,Ultimate Cliffhanger,4.0
885,10.0,Las Vegas,National Finals - Stage 3,Curved Body Prop,5.0
886,10.0,Las Vegas,National Finals - Stage 3,Peg Cloud,6.0
887,10.0,Las Vegas,National Finals - Stage 3,Time Bomb,7.0
888,10.0,Las Vegas,National Finals - Stage 3,Cane Lane,8.0
889,10.0,Las Vegas,National Finals - Stage 4,Rope Climb,1.0
