Hotel_Address,Additional_Number_of_Scoring,Review_Date,Average_Score,Hotel_Name,Reviewer_Nationality,Negative_Review,Review_Total_Negative_Word_Counts,Total_Number_of_Reviews,Positive_Review,Review_Total_Positive_Word_Counts,Total_Number_of_Reviews_Reviewer_Has_Given,Reviewer_Score,Tags,days_since_review,lat,lng
 s Gravesandestraat 55 Oost 1092 AA Amsterdam Netherlands,194,2/2/2016,7.7,Hotel Arena, United Kingdom ,No Negative,0,1403, The hotel is amazing Beautiful interior We weren t disrupted by the work going on as the place is sound proof Our room was fantastic the only thing I should have done was ask for a fan at reception because the room temperature was too hot and the air con wouldn t go below 21oc The room layout with the bedroom upstairs was lush ,66,11,10,"[' Leisure trip ', ' Couple ', ' Duplex Double Room ', ' Stayed 3 nights ', ' Submitted from a mobile device ']",548 day,52.3605759,4.9159683
 s Gravesandestraat 55 Oost 1092 AA Amsterdam Netherlands,194,2/1/2016,7.7,Hotel Arena, United Kingdom , The bathroom door was hanging off the light fitting fell off from above the bed there were marks on the wall and ceiling where flys had been squashed against it but not washed off afterwards ,37,1403, Room service good quality staff,6,1,6.7,"[' Leisure trip ', ' Couple ', ' Duplex Double Room ', ' Stayed 5 nights ', ' Submitted from a mobile device ']",549 day,52.3605759,4.9159683
 s Gravesandestraat 55 Oost 1092 AA Amsterdam Netherlands,194,1/26/2016,7.7,Hotel Arena, United Kingdom , We didn t have a bad experience ,9,1403, We loved the setup of our room we liked the separation of the bed from the rest of the room the meals were fantastic too very filling ,29,1,8.8,"[' Leisure trip ', ' Couple ', ' Duplex Double Room ', ' Stayed 4 nights ', ' Submitted from a mobile device ']",555 day,52.3605759,4.9159683
 s Gravesandestraat 55 Oost 1092 AA Amsterdam Netherlands,194,1/26/2016,7.7,Hotel Arena, United Kingdom , Only complaint would be walls are a little thin and could hear next door but not a major issue,20,1403, Hotel was very modern and location was great Complimentary drinks was a really nice touch ,17,4,10,"[' Leisure trip ', ' Couple ', ' Duplex Double Room ', ' Stayed 4 nights ', ' Submitted from a mobile device ']",555 day,52.3605759,4.9159683
 s Gravesandestraat 55 Oost 1092 AA Amsterdam Netherlands,194,1/23/2016,7.7,Hotel Arena, Ireland ,No Negative,0,1403, Stayed in this hotel for 4 nights with my boyfriend The hotel was perfect A short distance to the square with the tram located near the hotel Perfect loctation lovely park beside the hotel with cafes nearby Staff were very helpful and the hotel in general is fabulous very modern and the bedroom was just great the layout was fantastic with cute steps up to the bed which was super comfy We really enjoyed our stay ,78,1,10,"[' Leisure trip ', ' Couple ', ' Duplex Double Room ', ' Stayed 4 nights ', ' Submitted from a mobile device ']",558 day,52.3605759,4.9159683
 s Gravesandestraat 55 Oost 1092 AA Amsterdam Netherlands,194,1/19/2016,7.7,Hotel Arena, United Kingdom , Breakfast not included in the price and whilst it was good we feel it was on the expensive side Split level room that we had wasn t in our view very practical although others may like it ,39,1403, Staff were helpful and friendly from start to finish ,11,1,7.9,"[' Leisure trip ', ' Couple ', ' Duplex Double Room ', ' Stayed 4 nights ', ' Submitted from a mobile device ']",562 day,52.3605759,4.9159683
 s Gravesandestraat 55 Oost 1092 AA Amsterdam Netherlands,194,1/15/2016,7.7,Hotel Arena, United Kingdom , They charged all our bank cards at the beginning of our stay and the money is then returned if you pay by a different means Unfortunately they charged 2 of us twice and we are still waiting for the money to be returned a week later Just spoilt it for us as we have been chasing our money back,60,1403, absolutely stunning hotel lovely food and selection of drinks and a really good location,15,7,7.9,"[' Leisure trip ', ' Group ', ' Duplex Double Room ', ' Stayed 2 nights ']",566 day,52.3605759,4.9159683
 s Gravesandestraat 55 Oost 1092 AA Amsterdam Netherlands,194,1/12/2016,7.7,Hotel Arena, United Kingdom , When I arrived we got given a little card for a free drink for each of us due to it being under construction disappointed in the fact that before I booked it they never mentioned anything about having work done All the lovely garden had been tourn up Then the next morning I got rudely awakened at 6 45 7 00 by work men banging this went on for a good hour or so That s probably why I wouldn t stay at hotel arena again I was disgusted by that and the fact they don t do full English breakfasts ,103,1403, The bedrooms were pleasnt the bed was really comfy It was nice the shower was clean I enjoyed my room Wasn t allowed to check in till 3 but managed to get us a room by 2ish which was good ,42,1,7.1,"[' Leisure trip ', ' Couple ', ' Duplex Double Room ', ' Stayed 1 night ', ' Submitted from a mobile device ']",569 day,52.3605759,4.9159683
 s Gravesandestraat 55 Oost 1092 AA Amsterdam Netherlands,194,1/5/2016,7.7,Hotel Arena, United Kingdom , Finding no car park when I had chosen a hotel with a car park was very annoying There was no real place to drop off our bags so we walked from the hospital car park some way The staff were a bit abrupt not really listening I asked for another pillow in the morning and when none arrived by evening I called reception They said one coming very soon I had to ring again and was told his colleague had been told Some time later I had said I wanted to go to bed the pillow arrived with the explanation he was busy and had forgotten I took the opportunity to ask if we could cool the room down as we were so warm the night before The answer was no but we could have a fan I said no because I did not want to risk waiting ,150,1403, The room was pleasant We liked the big bathroom and the bed was large and extremely comfortable The mini fridge safe tv s with English channels and the ability to make drink were pluses,35,5,4.6,"[' Leisure trip ', ' Couple ', ' Duplex Double Room ', ' Stayed 2 nights ', ' Submitted from a mobile device ']",576 day,52.3605759,4.9159683
 s Gravesandestraat 55 Oost 1092 AA Amsterdam Netherlands,194,1/5/2016,7.7,Hotel Arena, Malta , The shower has no curtain whatsoever so the water just spills over the whole bathroom ,17,1403, Nice comfy and cosy rooms with very big windows so there is plenty of light A lot of trams in the vicinity so it is easy to the city centre or any attraction ,35,6,8.3,"[' Leisure trip ', ' Group ', ' Duplex Double Room ', ' Stayed 10 nights ', ' Submitted from a mobile device ']",576 day,52.3605759,4.9159683
 s Gravesandestraat 55 Oost 1092 AA Amsterdam Netherlands,194,1/3/2016,7.7,Hotel Arena, Israel , The location unfortunately were a bit far from the center 20 min by tramp ,16,1403, The room is beautiful and comfortable the shower is one of the best I ve ever seen The staff is very kind I would very much recommend this hotel if you don t mind travel 20 min to the center ,42,4,9.2,"[' Leisure trip ', ' Group ', ' Duplex Double Room ', ' Stayed 3 nights ', ' Submitted from a mobile device ']",578 day,52.3605759,4.9159683
 s Gravesandestraat 55 Oost 1092 AA Amsterdam Netherlands,194,1/2/2016,7.7,Hotel Arena, United Kingdom , The fact that building work meant the nightclub and half hotel were closed Woken by builders two mornings at 7am complained to reception who said it was saturday the next day so shouldnt get woken up no other compensation offered apart from a drink token on arrival in the form of two halves of heineken not good enough in our opinion ,63,1403, The room we upgraded to was very nice ,10,3,6.7,"[' Leisure trip ', ' Couple ', ' Duplex Double Room ', ' Stayed 3 nights ']",579 day,52.3605759,4.9159683
 s Gravesandestraat 55 Oost 1092 AA Amsterdam Netherlands,194,12/31/2015,7.7,Hotel Arena, United Kingdom , Breakfast was expensive and hotel could have benefited with a Gym Swimming pool,14,1403, Location was close enough to anything we needed hotel was big clean spacious rooms and nice bar with friendly staff at a very good price would happily stay again,30,9,9.6,"[' Leisure trip ', ' Couple ', ' Large King Room ', ' Stayed 4 nights ']",581 day,52.3605759,4.9159683
 s Gravesandestraat 55 Oost 1092 AA Amsterdam Netherlands,194,12/31/2015,7.7,Hotel Arena, Ireland , The hotel is being renovated and an extensive development is unfolding just outside During working hours the noise can be very disturbing The facilities look and sound rickety The A C is extremely loud and not very effective overall the room was too cold What s worse turning it off makes it possible to hear water flowing dropping through pipes in the walls Chinese water torture anyone The bathroom walls are transparent And I don t mean you can maybe make something out if you squint I mean Oh my word I didn t want to see that There is maybe one spot in the room where one does not have a complete view of whatever is happening inside the bathroom The staff didn t change the towels they simply re folded them 3 days in a row with no new towels The hotel is quite far from the center and there s little to do around it If you think you can walk think again and take the tram instead Or another hotel ,176,1403, Polite staff ,4,7,4.2,"[' Leisure trip ', ' Couple ', ' Duplex Double Room ', ' Stayed 3 nights ']",581 day,52.3605759,4.9159683
 s Gravesandestraat 55 Oost 1092 AA Amsterdam Netherlands,194,12/26/2015,7.7,Hotel Arena, United Kingdom , The bathrooms are more like a cubical with transparent glass Not ideal if you re a fan of your own privacy Considerable renovation works were ongoing during our stay for the inconvenience we were offered a free drink at the bar I thought this was a nice gesture until I was repeatedly told I can have that drink or that one only a tea coffee or 25cl beer You might have well not bothered Hotel Arena It was more like an insult ,84,1403, The staff we encountered were absolutely delightful and very helpful The rooms were clean stylish and comfortable The hotel was conveniently located within walking distance of the centre of Amsterdam ,32,1,9.2,"[' Leisure trip ', ' Couple ', ' Duplex Double Room ', ' Stayed 4 nights ']",586 day,52.3605759,4.9159683
 s Gravesandestraat 55 Oost 1092 AA Amsterdam Netherlands,194,12/22/2015,7.7,Hotel Arena, China , the restaurant food was terrible my first room was facing the garden construction site which starts at 6am in the morning although per local law is not allowed when I reach the staff he said he could do nothing about it while the construction is actually owned by the hotel it s a real bazaar they can t control it after my insisting they changed my room but the fridge safe and sink wasn t working I stayed there 14 days never again ,85,1403, nothing,2,9,3.1,"[' Business trip ', ' Solo traveler ', ' Duplex Double Room ', ' Stayed 14 nights ']",590 day,52.3605759,4.9159683
 s Gravesandestraat 55 Oost 1092 AA Amsterdam Netherlands,194,12/15/2015,7.7,Hotel Arena, Israel , In our own experience First night we couldn t sleep due to an extreme hot problem caused by the AC The next day we were moved to a better room ok but I was expecting to be refund for the night without proper sleep and we didn t AC was very noisy also in the new room And last At reception you will be told that reserving a taxi to the airport will cost 44Euro After doing so the taxi driver eventually charged us 55 Euro The driver simply said not responsible for promises from the hotel reception Be aware of that if you wanna use taxi from Arena,110,1403, Staff was vey pleasant The place is very well designed,11,2,5.8,"[' Leisure trip ', ' Couple ', ' Duplex Double Room ', ' Stayed 3 nights ']",597 day,52.3605759,4.9159683
 s Gravesandestraat 55 Oost 1092 AA Amsterdam Netherlands,194,12/13/2015,7.7,Hotel Arena, Russia , Arena hotel is located in a historical building and definitely needs to be renovated On the territory of the hotel just at the main entrance there are construction works Standard rooms have stairs beds are on the upper level The space of the lower level is very small 50 of it is bathroom No cafes and supermarkets in the nearby No minibar in room only at reception Arena is hardly a 4 star hotel in reality it can be regarded as a 3 hotel only ,87,1403, Location is good it takes 20 mins by feet and 10 15 mins by tram to get to the city center ,23,6,6,"[' Solo traveler ', ' Duplex Double Room ', ' Stayed 5 nights ']",599 day,52.3605759,4.9159683
 s Gravesandestraat 55 Oost 1092 AA Amsterdam Netherlands,194,12/8/2015,7.7,Hotel Arena, United Kingdom , Reception staff seemed a bit strange not that helpful ,11,1403, The room was stunning Did not expect the quality standard received after having to walk past a building site and enter through a dodgy back door Will definitely recommend ,31,1,9.2,"[' Leisure trip ', ' Couple ', ' Duplex Double Room ', ' Stayed 3 nights ', ' Submitted from a mobile device ']",604 day,52.3605759,4.9159683
 s Gravesandestraat 55 Oost 1092 AA Amsterdam Netherlands,194,12/3/2015,7.7,Hotel Arena, United Kingdom , Cost of taxi to the airport said it would cost 55 euros driver charged us 78 euros But only payed 45 euros from the airport to the hotel,29,1403, Very smart room good food ,7,4,8.3,"[' Leisure trip ', ' Group ', ' Duplex Double Room ', ' Stayed 3 nights ', ' Submitted from a mobile device ']",609 day,52.3605759,4.9159683
 s Gravesandestraat 55 Oost 1092 AA Amsterdam Netherlands,194,12/3/2015,7.7,Hotel Arena, United Kingdom , No plug with washbasin Staff did not think this was a problem though I did Had to change from ground floor room where bed was up a very steep ladder on a mezzanine ,35,1403, Breakfast Staff,3,6,7.1,"[' Leisure trip ', ' Couple ', ' Duplex Double Room ', ' Stayed 2 nights ', ' Submitted from a mobile device ']",609 day,52.3605759,4.9159683
 s Gravesandestraat 55 Oost 1092 AA Amsterdam Netherlands,194,11/29/2015,7.7,Hotel Arena, United Kingdom , the building work created a bad first impression of the hotel as had to enter through a back door through building mess would expect to be notified seating in room uncomfortable as had no back rest had to sit on floor with back against settee stairs steep to go to bathroom at night was a little precarious breakfast expensive in comparison to outside restaurants ,66,1403, staff helpful but maybe because of building upheaval hotel history and architecture a real treat would stay again try another room and see the hotel when fully refurbished possibly have a discount due to the visit being in middle of a bulding site and not as expected when booked ,51,5,8.8,"[' Leisure trip ', ' Couple ', ' Duplex Double Room ', ' Stayed 4 nights ']",613 day,52.3605759,4.9159683
 s Gravesandestraat 55 Oost 1092 AA Amsterdam Netherlands,194,11/24/2015,7.7,Hotel Arena, Ireland , The toilet has glass walls no privacy The room was dirty after 3 days because the cleaners never hoovered the room the towels never changed the fridge was empty the room was very small I don t understand how this hotel has 4 stars The day of our check out we were forced to leave the hotel at 8 30 because they would cut the electricity and the hot water due to renovation in the hotel ,78,1403, The hall,3,21,4.6,"[' Leisure trip ', ' Couple ', ' Duplex Double Room ', ' Stayed 3 nights ']",618 day,52.3605759,4.9159683
 s Gravesandestraat 55 Oost 1092 AA Amsterdam Netherlands,194,11/17/2015,7.7,Hotel Arena, Denmark , Partially frosted glass door into bathroom was both a tad noisy and a bit too sharing ,18,1403, Nice staff good rooms with separate little living room and bedroom did not experience any problems with the reconstruction ,21,13,9.2,"[' Leisure trip ', ' Family with young children ', ' Duplex Double Room ', ' Stayed 3 nights ', ' Submitted from a mobile device ']",625 day,52.3605759,4.9159683
 s Gravesandestraat 55 Oost 1092 AA Amsterdam Netherlands,194,11/15/2015,7.7,Hotel Arena, United Kingdom ,No Negative,0,1403, Staff were really friendly 24hour front desk beautiful hotel the room I stayed in double deluxe was amazing lots of restaurants nearby for good food And easy trams into central 10 mins I highly recommend ,37,1,9.2,"[' Leisure trip ', ' Couple ', ' Duplex Double Room ', ' Stayed 3 nights ', ' Submitted from a mobile device ']",627 day,52.3605759,4.9159683
 s Gravesandestraat 55 Oost 1092 AA Amsterdam Netherlands,194,11/14/2015,7.7,Hotel Arena, United Kingdom , Room particularly bathroom was a bit dirty when we arrived We found a pair of women shoes under the bed a clear sign that the room was not properly cleaned In addition the daily cleaning was very basic Unacceptable for an hotel of this category Such a pity because everything else was great My advice to the management is more attention to details Having read the previous reviews it seems that the hotel managers don t really take comments on board Not conductive to maintain grow the business Listen to your customers please ,95,1403, Very beautiful building cozy room cool bar ,9,1,6.7,"[' Leisure trip ', ' Group ', ' Duplex Double Room ', ' Stayed 3 nights ']",628 day,52.3605759,4.9159683
 s Gravesandestraat 55 Oost 1092 AA Amsterdam Netherlands,194,11/11/2015,7.7,Hotel Arena, United Kingdom ,No Negative,0,1403, Staff were very friendly on arrival we were upgraded on arrival fantastic room with lovely no fern decor there was works going on outside the hotel but we never heard a thing and it didn t make a difference would definable return to the hotel arena,47,3,9.2,"[' Leisure trip ', ' Couple ', ' Duplex Double Room ', ' Stayed 3 nights ', ' Submitted from a mobile device ']",631 day,52.3605759,4.9159683
 s Gravesandestraat 55 Oost 1092 AA Amsterdam Netherlands,194,11/10/2015,7.7,Hotel Arena, Ireland , Taxi from hotel to airport was extortionate price so we took the train Breakfast was nice but very expensive ,21,1403, Close to Tram Excellent room nice staff ,9,8,10,"[' Leisure trip ', ' Couple ', ' Duplex Double Room ', ' Stayed 4 nights ']",632 day,52.3605759,4.9159683
 s Gravesandestraat 55 Oost 1092 AA Amsterdam Netherlands,194,11/6/2015,7.7,Hotel Arena, Turkey , Renovation around the hotel sometimes can start at 08 30 am and woke you up There is nothing inside the minibar but they charge deposit of 150 euros for nothing in the room They dont have a luggage room instead they have lockers but for this they charge deposit of 10 from you ,55,1403,No Positive,0,13,5.8,"[' Leisure trip ', ' Couple ', ' Duplex Double Room ', ' Stayed 4 nights ', ' Submitted from a mobile device ']",636 day,52.3605759,4.9159683
 s Gravesandestraat 55 Oost 1092 AA Amsterdam Netherlands,194,11/3/2015,7.7,Hotel Arena, Ukraine , The room wasn t cleaned two days in a row I don t think glass wall and door to the bathroom is a good idea Didn t notice any navigation and got lost in hotel corridors for a few times ,42,1403, Good Wi fi ,5,15,6.3,"[' Leisure trip ', ' Couple ', ' Large King Room ', ' Stayed 4 nights ']",639 day,52.3605759,4.9159683
 s Gravesandestraat 55 Oost 1092 AA Amsterdam Netherlands,194,11/1/2015,7.7,Hotel Arena, Australia ,No Negative,0,1403, Good location next to the tram but is under going a major revamp No noise problem but the lovely garden is gone Sill good value for money This is a big place lovely old building ,37,17,10,"[' Leisure trip ', ' Couple ', ' Duplex Double Room ', ' Stayed 3 nights ', ' Submitted from a mobile device ']",641 day,52.3605759,4.9159683
 s Gravesandestraat 55 Oost 1092 AA Amsterdam Netherlands,194,10/30/2015,7.7,Hotel Arena, Israel , At first glance it looks like a dream hotel But then when you go see the hotel renovated and under construction which was not mentioned to us in advance Importantly they did not hear the construction work but ideally they indicate the presence of this order Even the room itself looked like dreams a room with two floors first floor shower toilet living room and a small refrigerator upstairs bedroom But at night when you go to sleep it becomes a nightmare room The doors of the rooms slammed shut and all entry and exit from different sound intensity in our room There really bad in this hotel because of the noise of slamming doors In addition the room may flooring and also hear every footstep in the room above you and from you Clean room we had not exchanged towels for 3 days until we asked ,149,1403, The best thing at this price excellent price in relation to the modern and spacious room received ,19,1,6.7,"[' Leisure trip ', ' Couple ', ' Duplex Double Room ', ' Stayed 5 nights ']",643 day,52.3605759,4.9159683
 s Gravesandestraat 55 Oost 1092 AA Amsterdam Netherlands,194,10/30/2015,7.7,Hotel Arena, United Kingdom , Would have been courteous to have been told that building work was going on Bar staff wearing jeans and trainers is not in keeping with 4 hotel Having to ask every day for milk for tea making in room Having to ask for towels that were not left in the room Room 304 no shelf in the shower for putting shampoo razor etc ,65,1403, Character of the hotel was great Location was good,10,1,6.3,"[' Leisure trip ', ' Couple ', ' Duplex Double Room ', ' Stayed 4 nights ']",643 day,52.3605759,4.9159683
 s Gravesandestraat 55 Oost 1092 AA Amsterdam Netherlands,194,10/29/2015,7.7,Hotel Arena, United Kingdom ,No Negative,0,1403, Hotel and rooms were beautiful My friend and I wanted some luxury on our trip to Amsterdam and this hotel provided just that The staff were extremely friendly and gave us lots of advice on where to go local life etc You will need to get trams metro from this hotel which all added to the experience of our trip Would definitely recommend this hotel ,67,5,9.2,"[' Leisure trip ', ' Group ', ' Duplex Double Room ', ' Stayed 3 nights ', ' Submitted from a mobile device ']",644 day,52.3605759,4.9159683
 s Gravesandestraat 55 Oost 1092 AA Amsterdam Netherlands,194,10/26/2015,7.7,Hotel Arena, United Kingdom , The only negative was the noise there were building works going on at the time which we were aware of when booking our stay and which weren t a huge problem but we did find it difficult to sleep with the noise at night cause by i assume the other guests It was probably enough to put me off visiting in the future ,65,1403, The staff were extremely polite and helpful i honestly couldn t fault them The room itself was clean and comfortable and the location was great ,27,1,7.9,"[' Leisure trip ', ' Couple ', ' Duplex Double Room ', ' Stayed 4 nights ']",647 day,52.3605759,4.9159683
 s Gravesandestraat 55 Oost 1092 AA Amsterdam Netherlands,194,10/25/2015,7.7,Hotel Arena, United Kingdom , Not given the room type we had booked and prepaid for No on site car park available despite pre booking of this Hotel was a building site so not very welcoming No privacy at all in bathroom as separated from lounge area by glass panel only Stairs to bed level steep and dangerous as no hand rail Arrived for our prepaid breakfast to be told we hadn t paid and had to show our payment receipt to prove we had ,82,1403,No Positive,0,2,4.6,"[' Leisure trip ', ' Couple ', ' Duplex Double Room ', ' Stayed 3 nights ']",648 day,52.3605759,4.9159683
 s Gravesandestraat 55 Oost 1092 AA Amsterdam Netherlands,194,10/23/2015,7.7,Hotel Arena, Luxembourg , next to a larger construction site shocking at first sight but not noisy or disturbing at least not during my stay,22,1403, friendly staff place is very clean and charming beautiful restaurant and bar food looked I didn t try it way better than the usual Amsterdam culinary sins,28,1,9.2,"[' Leisure trip ', ' Solo traveler ', ' Duplex Double Room ', ' Stayed 1 night ']",650 day,52.3605759,4.9159683
 s Gravesandestraat 55 Oost 1092 AA Amsterdam Netherlands,194,10/22/2015,7.7,Hotel Arena, Ireland ,No Negative,0,1403, This was our first time in Amsterdam and the staff were incredibly helpful They took special notice of the fact that is was my birthday and were so friendly ,31,2,10,"[' Leisure trip ', ' Couple ', ' Duplex Double Room ', ' Stayed 4 nights ']",651 day,52.3605759,4.9159683
 s Gravesandestraat 55 Oost 1092 AA Amsterdam Netherlands,194,10/21/2015,7.7,Hotel Arena, United Kingdom , Building work going on at the hotel didn t know this when we booked and didn t get a discount monday morning they started at 6 30am ,29,1403, Great location lovely room,5,7,5.8,"[' Leisure trip ', ' Couple ', ' Duplex Double Room ', ' Stayed 3 nights ', ' Submitted from a mobile device ']",652 day,52.3605759,4.9159683
 s Gravesandestraat 55 Oost 1092 AA Amsterdam Netherlands,194,10/19/2015,7.7,Hotel Arena, Russia , The room with stairs was quite uncomfortable with very reduced spaces and steep stairs ,16,1403, Very nice property stylish hotel friendly staff spacious rooms except the one with stairs and close to the city center just a couple of stops by tram ,29,4,8.3,"[' Leisure trip ', ' Family with older children ', ' Duplex Double Room ', ' Stayed 2 nights ', ' Submitted from a mobile device ']",654 day,52.3605759,4.9159683
 s Gravesandestraat 55 Oost 1092 AA Amsterdam Netherlands,194,10/18/2015,7.7,Hotel Arena, Norway , The hotel is going though a period of renovation and extension Construction work starts at seven and is rather noisy Especially the entrance area is affected But the hotel does need a facelift ,35,1403, Boutique atmosphere good size rooms with comfortable beds and stylishly designed bathrooms ,14,34,7.1,"[' Leisure trip ', ' Group ', ' Duplex Double Room ', ' Stayed 1 night ', ' Submitted from a mobile device ']",655 day,52.3605759,4.9159683
 s Gravesandestraat 55 Oost 1092 AA Amsterdam Netherlands,194,10/17/2015,7.7,Hotel Arena, Canada ,No Negative,0,1403, It was a well kept hotel in a lovely area The staff and services offered were excellent We felt it was a great value Our beautiful room with a view was a bonus ,35,1,10,"[' Leisure trip ', ' Couple ', ' Duplex Double Room ', ' Stayed 3 nights ', ' Submitted from a mobile device ']",656 day,52.3605759,4.9159683
 s Gravesandestraat 55 Oost 1092 AA Amsterdam Netherlands,194,10/14/2015,7.7,Hotel Arena, Israel , Its hard to get back to the hotel later at night since the tram is off after around midnight and walking 30mins after going out in the other end of the city can be tiring but we managed anyway This is not a big issue unless you really prefer to be in the center rather than in a beautiful quiet hotel as this one Not enough soap in the room restaurant bar snacks are very expensive Also I would ve appreciated being told that there is construction going on before the booking although this was again a non issue except for the small visual inconvenience in the entrance No noise or dirt at all ,116,1403, The hotel is beautiful the pictures here arent doing it justice at all right on Oosterpark which is awesome The location is great walking distance to the tram public transport to anywhere and 5 10 mins to POI convenience shops and small local bars on the quieter part of the city You can also get to the city center by walking but it will take about 20 30mins Very clean room made and towels changed everyday Almost perfect ,80,1,9.2,"[' Leisure trip ', ' Couple ', ' Large King Room ', ' Stayed 4 nights ', ' Submitted from a mobile device ']",659 day,52.3605759,4.9159683
 s Gravesandestraat 55 Oost 1092 AA Amsterdam Netherlands,194,10/4/2015,7.7,Hotel Arena, Malaysia , No convenient stores surrounding hotel area Had to walk quite far for grocery shopping,15,1403, Crews being nice and helpful Environment quiet and peaceful but unfortunately certain areas under construction ,17,3,6.3,"[' Leisure trip ', ' Couple ', ' Duplex Double Room ', ' Stayed 3 nights ', ' Submitted from a mobile device ']",669 day,52.3605759,4.9159683
 s Gravesandestraat 55 Oost 1092 AA Amsterdam Netherlands,194,9/30/2015,7.7,Hotel Arena, United Kingdom , The pillow and the double charged city tax One of the staff at the reception is not so nice ,21,1403, The bathroom and sofa are so good The building style is really awesome ,15,4,9.6,"[' Leisure trip ', ' Couple ', ' Duplex Double Room ', ' Stayed 4 nights ', ' Submitted from a mobile device ']",673 day,52.3605759,4.9159683
 s Gravesandestraat 55 Oost 1092 AA Amsterdam Netherlands,194,9/29/2015,7.7,Hotel Arena, Canada , We don t like the open concept shower It gets very messy on the whole bathroom floor especially if you re not used to it Not a huge fan of the see through bathroom concept when you can see your friend using the toilet whilst watching television it is cool to watch tv while in the bath though The hotel room was otherwise very nice ,67,1403, We liked the location and the extra pleasant staff They were very accommodating to our requests e g extra towels and specialty pillows ,25,1,7.9,"[' Leisure trip ', ' Couple ', ' Duplex Double Room ', ' Stayed 6 nights ', ' Submitted from a mobile device ']",674 day,52.3605759,4.9159683
 s Gravesandestraat 55 Oost 1092 AA Amsterdam Netherlands,194,9/29/2015,7.7,Hotel Arena, Spain ,No Negative,0,1403, I loved the hotel design and decoration Staff were extremely nice always helpful and smiling That is something you really appreciate when you are on a 24 hour business trip Breakfast was way better than I expected although coffee was quite bad That is something most hotels fail to nail and I think most guests find it important Rooms are fantastically cozy clean and comfortable ,67,1,9.6,"[' Business trip ', ' Solo traveler ', ' Duplex Double Room ', ' Stayed 1 night ']",674 day,52.3605759,4.9159683
 s Gravesandestraat 55 Oost 1092 AA Amsterdam Netherlands,194,9/28/2015,7.7,Hotel Arena, United Kingdom , Iron wasn t very good Bathroom is glass walls so you can see through it Building works took away from quality of hotel We didn t like they reserved 150 on our bank card which was not made clear prior to booking and we are still unsure of why this was done,53,1403, The bed was comfy and large The wifi was fast and good Separate living area Powerful shower,18,2,9.2,"[' Leisure trip ', ' Couple ', ' Duplex Double Room ', ' Stayed 4 nights ', ' Submitted from a mobile device ']",675 day,52.3605759,4.9159683
 s Gravesandestraat 55 Oost 1092 AA Amsterdam Netherlands,194,9/26/2015,7.7,Hotel Arena, United Kingdom ,No Negative,0,1403, Got in late and hadn t eaten 24 hour pizza delivery offered at front desk brilliant at 12pm friendly staff and wifi in room hotel is 15 mins walk from dam square nice to be away from the hussle and bussle in town ,45,1,9.6,"[' Leisure trip ', ' Couple ', ' Duplex Double Room ', ' Stayed 3 nights ', ' Submitted from a mobile device ']",677 day,52.3605759,4.9159683
 s Gravesandestraat 55 Oost 1092 AA Amsterdam Netherlands,194,9/25/2015,7.7,Hotel Arena, Malta ,No Negative,0,1403, We stayed at the hotel for 5 nights Hotel is a bit far from the center but with the tram and metro you arrive at the center in minutes Hotel is situated in a quite area The rooms are very spacious comfortable and cosy The staff is very nice and helpful,52,5,9.6,"[' Leisure trip ', ' Couple ', ' Duplex Double Room ', ' Stayed 4 nights ']",678 day,52.3605759,4.9159683
 s Gravesandestraat 55 Oost 1092 AA Amsterdam Netherlands,194,9/20/2015,7.7,Hotel Arena, United Kingdom , Theres nothing we was unhappy with,7,1403, Really enjoyed our stay at hotel arena staff were fab made us feel really welcome even made us a coffee at 6am whilst waiting fir our taxi to the airport,31,4,10,"[' Leisure trip ', ' Couple ', ' Duplex Double Room ', ' Stayed 4 nights ', ' Submitted from a mobile device ']",683 day,52.3605759,4.9159683
 s Gravesandestraat 55 Oost 1092 AA Amsterdam Netherlands,194,9/18/2015,7.7,Hotel Arena, Gibraltar ,No Negative,0,1403, The matress and pillows were exceptionally good Best sleep in terms of comfort ever I would be grateful to know your suppliers as would like to replicate this comfort in my own home ,35,1,9.6,"[' Business trip ', ' Solo traveler ', ' Duplex Double Room ', ' Stayed 1 night ']",685 day,52.3605759,4.9159683
 s Gravesandestraat 55 Oost 1092 AA Amsterdam Netherlands,194,9/12/2015,7.7,Hotel Arena, United Kingdom , The rooms were cleaned daily fresh towels etc but the linen on the bed was not changed and had dirty marks on it ,25,1403, Although the hotel is a little from the main centre the hotel itself was outstanding The hotel is currently under construction and expanding its capacity and restaurant bar space I was shocked when we arrived to see a construction site but you couldn t hear any building work from the room and the hotel was impeccable inside Fantastic value for money but I assume once the construction has been completed the hotel will be one of the top places to stay in Amsterdam The bar and restaurant is an added bonus to the hotel and the staff were pleasant and polite The hotel is spectacular and the rooms are modern and very comfortable the previous reviews regarding the bathroom walls are true but we didn t find that an issue I would certainly recommend this hotel to anyone especially for the location as many trams lead to the centre of Amsterdam in only 7 10 minutes ,158,2,8.8,"[' Leisure trip ', ' Couple ', ' Duplex Double Room ', ' Stayed 3 nights ', ' Submitted from a mobile device ']",691 day,52.3605759,4.9159683
