Timestamp,How old are you?,Industry,Job title,Additional context on job title,Annual salary,Other monetary comp,Currency,Currency - other,Additional context on income,Country,State,City,Overall years of professional experience,Years of experience in field,Highest level of education completed,Gender,Race
4/27/2021 11:13,25-34,Education (Higher Education),Librarian,,"44,000",0,USD,,,United States,Georgia,Atlanta metro area,8 - 10 years,2 - 4 years,Master's degree,Woman,White
4/27/2021 11:13,18-24,"Accounting, Banking & Finance",Accounting Specialist / H.R. Assistant,75% of my time is spending in Accounting; 25% is spent assisting with benefits,"50,000",10000,USD,,,United States,Washington,Seattle,2 - 4 years,2 - 4 years,College degree,Man,White
4/27/2021 11:13,25-34,Recruitment or HR,Human Resources Generalist,,"83,200",0,USD,,,US,Washington,Seattle,8 - 10 years,5-7 years,College degree,Woman,White
4/27/2021 11:13,45-54,Government and Public Administration,Utilities Engineer,,"66,000",,USD,,,United States,Georgia,Atlanta,21 - 30 years,21 - 30 years,College degree,Woman,Black or African American
4/27/2021 11:13,55-64,"Marketing, Advertising & PR",BILLING & ACCOUNTS RECEIVABLE SPECIALIST,,"59,500",5950,CAD,,,Canada,,Montreal,41 years or more,11 - 20 years,Some college,Woman,White
4/27/2021 11:13,25-34,Law,Paralegal,,"72,000",25000,USD,,,United States,Texas,Houston,11 - 20 years,11 - 20 years,College degree,Woman,"Hispanic, Latino, or Spanish origin, White"
4/27/2021 11:13,25-34,Computing or Tech,Customer Success Team Manager ,,"75,000",5000,USD,,,United States,North Carolina,Durham,11 - 20 years,5-7 years,College degree,Woman,White
4/27/2021 11:13,25-34,Business or Consulting,Senior Consultant,,"85,000",500,USD,,,United States,Maryland,Alexandria,11 - 20 years,11 - 20 years,Master's degree,Woman,White
4/27/2021 11:13,35-44,Government and Public Administration,Administrative Services,,"63,500",0,CAD,,extensive benefits package through federal govt,Canada,,"Victoria, BC, Canada",21 - 30 years,2 - 4 years,College degree,Woman,White
4/27/2021 11:13,35-44,Government and Public Administration,Configuration Management Specialist,SETA contractor,"113,000",5000,USD,,,United States,Maryland,Aberdeen,11 - 20 years,8 - 10 years,College degree,Woman,White
4/27/2021 11:13,25-34,Computing or Tech,Graduate Software Engineer,,"26,500",4000,GBP,,,United Kingdom,,Belfast,5-7 years,1 year or less,Master's degree,Woman,"Asian or Asian American, White"
4/27/2021 11:13,25-34,Libraries,Supervisor of Children's Services ,,"60,800",0,USD,,,United States,Connecticut,n/a,8 - 10 years,5-7 years,Master's degree,Woman,White
4/27/2021 11:13,35-44,Business or Consulting,Payroll Tax Manager,,"62,000",,USD,,,USA,New York,Buffalo,11 - 20 years,5-7 years,Master's degree,Woman,White
4/27/2021 11:13,25-34,"Accounting, Banking & Finance",Records Management,Managing documentation for a financial institution,"33,800",,USD,,,United States,Washington,Spokane,5-7 years,5-7 years,College degree,Non-binary,White
4/27/2021 11:13,35-44,"Marketing, Advertising & PR",Search Engine Optimization Manager,,"63,000",,USD,,,US,Washington,Seattle,11 - 20 years,5-7 years,Master's degree,Woman,White
4/27/2021 11:13,25-34,Government and Public Administration,Scientific Program Analyst Assistant,,"49,524",0,USD,,,USA,Maryland,Bethesda,2 - 4 years,2 - 4 years,College degree,Woman,White
4/27/2021 11:13,35-44,Nonprofits,Events,,"67,000",,USD,,,Usa,California,San Francisco,11 - 20 years,5-7 years,College degree,Woman,Asian or Asian American
4/27/2021 11:13,45-54,Health care,Senior Director,,"176,500",0,USD,,,United States,Pennsylvania,Philadelphia,21 - 30 years,11 - 20 years,PhD,Woman,White
4/27/2021 11:13,35-44,Education (Higher Education),Data Specialist,,"55,000",0,USD,,,United States,Illinois,Champaign,11 - 20 years,8 - 10 years,College degree,Woman,White
4/27/2021 11:13,35-44,Government and Public Administration,Engineering Supervisor ,,"113,000",2000,USD,,,USA,Virginia,Portsmouth ,11 - 20 years,11 - 20 years,Master's degree,Woman,Black or African American
4/27/2021 11:13,25-34,Hospitality & Events,Senior Manager of Strategy,,"105,000",30750,USD,,,U.S.,Illinois,Chicago,8 - 10 years,5-7 years,Master's degree,Woman,White
4/27/2021 11:13,25-34,Government and Public Administration,research analyst,Private consultant for government research,"84,000",0,USD,,,USA,Illinois,Chicago,5-7 years,5-7 years,Master's degree,Woman,White
4/27/2021 11:14,35-44,Nonprofits,Events Manager,,"60,000",,USD,,,United States,New York,New York City,11 - 20 years,8 - 10 years,Master's degree,Woman,White
4/27/2021 11:14,45-54,Nonprofits,Director of Communications,,"81,200",4000,USD,,,United States,Kentucky,Louisville,21 - 30 years,21 - 30 years,College degree,Woman,White
4/27/2021 11:14,25-34,Sales,Account Development Representative,I upsell current clients to enroll in additional products my company offers.,"52,520",12000,USD,,My additional compensation comes from commission,United States,,Phoenix ,5-7 years,5-7 years,College degree,Woman,White
4/27/2021 11:14,35-44,Transport or Logistics,Associate Director of Supply Chain,,"115,000",15000,USD,,,US,Pennsylvania,Pittsburgh,11 - 20 years,11 - 20 years,Master's degree,Woman,White
4/27/2021 11:14,35-44,Computing or Tech,Director of Data Science,,"160,000",,USD,,,United States,Illinois,Chicago,8 - 10 years,5-7 years,PhD,Woman,"Asian or Asian American, White"
4/27/2021 11:14,25-34,Law,Senior Associate Attorney ,,"120,000",0,USD,,,Usa,California,Newport beach,8 - 10 years,8 - 10 years,Master's degree,Woman,White
4/27/2021 11:14,45-54,Education (Higher Education),Professor,,"81,000",,USD,,,USA,Texas,South Texas,21 - 30 years,11 - 20 years,PhD,Woman,White
4/27/2021 11:14,25-34,Nonprofits,Program Manager,,"60,000",,USD,,,united states,Ohio,columbus,5-7 years,2 - 4 years,College degree,Woman,White
4/27/2021 11:14,55-64,Government and Public Administration,Chief Counsel,SES-level,"253,300",3000,USD,,,USA,District of Columbia,Washington,31 - 40 years,31 - 40 years,PhD,Man,White
4/27/2021 11:14,25-34,Manufacturing ,Project Manager,,"66,250",6000,USD,,,United States,Tennessee,Nashville,8 - 10 years,5-7 years,Master's degree,Man,White
4/27/2021 11:14,25-34,Business or Consulting,Senior Pharmacy Financial Consultant,backend financial modeling to help companies choose a pharmacy vendor (USA),"124,000",0,USD,,,USA,Minnesota,Minneapolis,8 - 10 years,5-7 years,Master's degree,Woman,White
4/27/2021 11:14,35-44,Government and Public Administration,Director of Housing Initiatives,Working title is Director of Compliance and Analysis,"115,000",0,USD,,,United States,Washington,Seattle,21 - 30 years,11 - 20 years,Master's degree,Woman,White
4/27/2021 11:14,25-34,"Marketing, Advertising & PR",Senior Marketing Manager,,"97,000",14000,CAD,,,Canada,,Toronto,8 - 10 years,8 - 10 years,College degree,Woman,White
4/27/2021 11:14,35-44,Education (Primary/Secondary),"Teacher, writing center director","I teach 7th grade students, and I also run the combined middle-high school writing center, including training students in how to tutor.","54,000",3000,USD,,"With COVID, overtime work was nil for most of the year. In a typical year, I have the potential to earn what I stated. ",United States,New Mexico,Kirtland,11 - 20 years,11 - 20 years,College degree,Woman,White
4/27/2021 11:14,35-44,Law,Associate Attorney,,"90,000",0,USD,,"No salary, I’m paid a percentage of my billing.",US,Oregon,Portland ,11 - 20 years,11 - 20 years,PhD,Man,White
4/27/2021 11:14,35-44,Engineering or Manufacturing,Occupational health and safety specialist (consultant),"Niche fields within the local industry, I am one of the only SME on the main subject I consult on","250,000",0,CAD,,I do not make the full listed salary as I work on average only 10-15 hours a week with some busier weeks and some slower weeks. This is an ideal schedule for me as I also do a lot of volunteer work and have a small hobby business on the side,Canada,,Saskatoon,11 - 20 years,11 - 20 years,Master's degree,Woman,White
4/27/2021 11:14,35-44,Health care,Front Office Supervisor,,"49,000",0,USD,,,United States,Washington,Bellingham,8 - 10 years,2 - 4 years,Some college,Man,"Hispanic, Latino, or Spanish origin, White"
4/27/2021 11:14,35-44,Computing or Tech,Senior Customer Success Manager,,"71,309",7130,USD,,,US,New York,Albany,11 - 20 years,8 - 10 years,College degree,Woman,White
4/27/2021 11:14,25-34,Computing or Tech,Junior Product Manager,,"130,000",13000,USD,,,United States,New York,New York,2 - 4 years,2 - 4 years,College degree,Woman,White
4/27/2021 11:14,25-34,Hospitality & Events,Event Manager,,"62,000",,USD,,,USA,Ohio,Cincinnati,8 - 10 years,5-7 years,College degree,Woman,White
4/27/2021 11:14,25-34,Education (Higher Education),Archivist,,"67,675",0,USD,,,United States,Connecticut,New Haven,11 - 20 years,8 - 10 years,Master's degree,Woman,"Hispanic, Latino, or Spanish origin, White"
4/27/2021 11:14,25-34,Education (Higher Education),Graduate Student,,"26,000",,USD,,,USA,Ohio,Columbus,2 - 4 years,2 - 4 years,College degree,Woman,White
4/27/2021 11:14,25-34,Engineering or Manufacturing,Safety and Quality Coordinator,,"63,000",3000,CAD,,Bonus is variable due to profit sharing. I get less some years and more others.,Canada,,Calgary,8 - 10 years,5-7 years,College degree,Woman,White
4/27/2021 11:14,35-44,Property or Construction,Human Resources Director,I perform all HR Functions and most of the back office functions not encompassed by accounting and AR/AP for a small contractor company as well as consult for two sister companies in the same industry.,"101,000",,USD,,,USA,Louisiana,Greater New Orleans Metro Region,8 - 10 years,5-7 years,College degree,Woman,"Asian or Asian American, White"
4/27/2021 11:14,45-54,Health care,IRB Specialist,,"77,000",0,USD,,,United States,Illinois,Chicago,21 - 30 years,8 - 10 years,College degree,Woman,White
4/27/2021 11:14,35-44,Health care,Staff physician ,,"222,000",0,USD,,,USA ,Ohio,Cleveland ,8 - 10 years,8 - 10 years,,Woman,White
4/27/2021 11:14,25-34,Nonprofits,Outreach Associate,entry to mid level outreach/client management ,"64,000",,USD,,,United States,Illinois,Chicago,8 - 10 years,8 - 10 years,College degree,Woman,White
4/27/2021 11:14,45-54,Nonprofits,Financial Analyst II,,"66,000",,USD,,,United States,Minnesota,St. Paul,21 - 30 years,5-7 years,College degree,Woman,White
4/27/2021 11:14,35-44,Government and Public Administration,Associate Governmental Program Analyst,,"64,625",,USD,,,United States of America,,Sacramento,31 - 40 years,11 - 20 years,College degree,Woman,White
4/27/2021 11:14,25-34,Media & Digital,Digital Communications Manager,,"74,000",,USD,,,USA,Massachusetts,Lowell,5-7 years,5-7 years,College degree,Woman,White
4/27/2021 11:14,25-34,Computing or Tech,Front End Developer,,"105,000",30000,CAD,,Additional compensation is from company shares,Canada,,Waterloo,5-7 years,5-7 years,College degree,Woman,White
4/27/2021 11:14,25-34,"Marketing, Advertising & PR",Communication manager,,"65,000",0,USD,,,USA,Nebraska,Omaha,5-7 years,5-7 years,College degree,Woman,White
4/27/2021 11:14,25-34,Computing or Tech,Senior Data Engineer,,"110,000",50000,USD,,,USA,New York,NYC,2 - 4 years,2 - 4 years,Master's degree,Woman,Asian or Asian American
4/27/2021 11:14,25-34,"Accounting, Banking & Finance",Compliance Manager,,"91,000",10000,USD,,,United States,Arizona,Phoenix,8 - 10 years,5-7 years,PhD,Woman,White
4/27/2021 11:14,25-34,Health care,RN,BSN,"40,000",,USD,,,US,Michigan,Niles,8 - 10 years,8 - 10 years,College degree,Woman,White
4/27/2021 11:14,45-54,Computing or Tech,Senior Software Engineer ,,"160,367",24055,USD,,,United States,Massachusetts,Cambridge,21 - 30 years,21 - 30 years,College degree,Man,White
4/27/2021 11:14,25-34,Law,Attorney,,"160,000",20000,USD,,,United States,Florida,Orlando,8 - 10 years,8 - 10 years,PhD,Woman,White
4/27/2021 11:14,35-44,Health care,Application Analyst,IT Epic Analyst,"95,000",,USD,,,USA,New York,New York,11 - 20 years,5-7 years,College degree,Woman,White
4/27/2021 11:14,45-54,Government and Public Administration,Program Consultant,,"71,000",0,USD,,,US,Iowa,Des Moines,11 - 20 years,5-7 years,Master's degree,Woman,White
4/27/2021 11:14,25-34,Computing or Tech,Product Designer,,"105,000",10000,USD,,,United States,Texas,Austin,5-7 years,5-7 years,College degree,Woman,White
4/27/2021 11:14,45-54,Health care,Health Information Services Supervisor,,"67,000",0,CAD,,,Canada,,Halifax,21 - 30 years,11 - 20 years,Master's degree,Man,White
4/27/2021 11:14,45-54,Public Library (technically City Govt.?) ,Administrative Librarian,I run a branch library and am responsible for all social media and marketing for my system.  ,"76,302",0,USD,"$76,302.34 ",,USA,Arizona,Glendale ,21 - 30 years,21 - 30 years,Master's degree,Woman,White
4/27/2021 11:14,25-34,Law,Legal Secretary,"UK based, rural Somerset","19,000",900,GBP,,,England,,Wells,8 - 10 years,2 - 4 years,College degree,Woman,White
4/27/2021 11:14,25-34,Government and Public Administration,Statistician,,"51,000",0,USD,,,United States ,Hawaii,Honolulu,2 - 4 years,2 - 4 years,Master's degree,Man,Asian or Asian American
4/27/2021 11:14,25-34,Engineering or Manufacturing,Product development engineer,,"90,000",5000,USD,,,USA,Michigan,Dearborn,8 - 10 years,5-7 years,College degree,Man,White
4/27/2021 11:14,25-34,"Marketing, Advertising & PR",Freelance Copywriter,,"120,000",0,USD,,,Denmark,,Copenhagen,8 - 10 years,5-7 years,Master's degree,Woman,White
4/27/2021 11:14,45-54,Computing or Tech,Software Quality Assurance Manager,,"110,000",2500,USD,,,United States,Minnesota,Minneapolis,31 - 40 years,21 - 30 years,College degree,Woman,White
4/27/2021 11:14,45-54,Education (Higher Education),Assistant Professor,"tenured, 2-year college","72,000",2000,USD,,,USA,Illinois,Chicago,11 - 20 years,11 - 20 years,PhD,Man,White
4/27/2021 11:14,55-64,Health care,Process Improvement Educator,,"66,000",1000,USD,,,US,Kentucky,Lexington,31 - 40 years,21 - 30 years,Master's degree,Woman,White
4/27/2021 11:14,25-34,Nonprofits,Librarian,,"45,000",,USD,,,United States,Michigan,would rather not say,11 - 20 years,11 - 20 years,Master's degree,Woman,White
4/27/2021 11:14,45-54,Engineering or Manufacturing,Advisor Internal Digital communication systems,,"80,000",,CAD,,,Canada,,Montreal ,21 - 30 years,2 - 4 years,College degree,Woman,White
4/27/2021 11:14,45-54,Government and Public Administration,Associate Director,of a 3 person organization,"72,000",0,USD,,,US,Maine,Augusta,21 - 30 years,11 - 20 years,Master's degree,Woman,White
4/27/2021 11:14,25-34,Art & Design,Senior Graphic Designer,I manage 3 people,"70,000",6000,USD,,,United States,Maryland,Baltimore,5-7 years,8 - 10 years,College degree,Woman,White
4/27/2021 11:14,25-34,"Accounting, Banking & Finance",Compliance consultant,,"98,000",,USD,,,United states,Missouri,St Louis,11 - 20 years,11 - 20 years,Some college,Woman,White
4/27/2021 11:14,25-34,Nonprofits,Operations Manager,,"58,000",0,USD,,,United States,Illinois,Chicago,5-7 years,5-7 years,College degree,Woman,White
4/27/2021 11:14,25-34,Recruitment or HR,Lead Payroll & Benefits Specialist,,"64,000",6400,USD,My bonus is based on performance up to 10% of salary,,US,New York,Schenectady,5-7 years,5-7 years,College degree,Woman,White
4/27/2021 11:14,25-34,Law,Member Benefits Specialist,,"63,000",,USD,,,U.S.A.,District of Columbia,"Washington, D.C.",5-7 years,2 - 4 years,Master's degree,Woman,White
4/27/2021 11:14,35-44,Education (Higher Education),"Director, Alumni Relations",,"88,000",,USD,,,usa,Utah,Salt Lake City,21 - 30 years,11 - 20 years,College degree,Woman,White
4/27/2021 11:14,25-34,Education (Higher Education),Executive Assistant,,"44,000",,USD,,,USA,New Mexico,Las Cruces,5-7 years,5-7 years,College degree,Man,White
4/27/2021 11:14,18-24,Nonprofits,Program Coordinator,Lowest position in the hierarchy - entry level,"41,000",0,USD,,,USA,District of Columbia,DC,2 - 4 years,2 - 4 years,College degree,Woman,White
4/27/2021 11:14,25-34,Education (Higher Education),Health & Safety Assistant,Study abroad office assistant,"34,000",0,USD,,,America,Michigan,Ann Arbor,2 - 4 years,2 - 4 years,College degree,Woman,White
4/27/2021 11:14,35-44,"Marketing, Advertising & PR",Marketing Analytics Manager,,"131,000",69000,USD,,"10% quarterly bonus, year end bonus, and profit sharing bonus",United States,Georgia,Atlanta,11 - 20 years,11 - 20 years,College degree,Woman,White
4/27/2021 11:14,35-44,Education (Higher Education),Curriculum & Teaching Specialist,,"40,460",,USD,,,United States,Arkansas,Fayetteville,11 - 20 years,8 - 10 years,Master's degree,,
4/27/2021 11:14,25-34,Utilities & Telecommunications,Principal Business Analyst,Supervisor ,"128,000",28000,USD,,,United States ,California,San Diego,11 - 20 years,11 - 20 years,College degree,Woman,White
4/27/2021 11:14,25-34,Nonprofits,Project Manager,,"80,000",4500,USD,,Bonuses vary each year. Also added in retirement contribution from employer,US,Massachusetts,Cambridge,5-7 years,2 - 4 years,Master's degree,Woman,White
4/27/2021 11:14,45-54,Education (Higher Education),Sr Technical Support Rep,I ,"53,000",0,USD,"I work for an online state university, managing admissions data. Not direct tech support. ","I have excellent health benefits, time off, sick leave, and union protections.",USA,New Jersey,Trenton,8 - 10 years,2 - 4 years,Master's degree,Woman,White
4/27/2021 11:14,25-34,Computing or Tech,Software Developer,,"100,000",10000,USD,,,USA,Ohio,Columbus,2 - 4 years,2 - 4 years,College degree,Woman,White
4/27/2021 11:14,25-34,Education (Higher Education),Admissions Coordinator,,"39,000",0,USD,,,United States,Massachusetts,Boston,11 - 20 years,5-7 years,College degree,Woman,White
4/27/2021 11:14,45-54,Space,Office Manager and Bookkeeper,,"75,000",0,CAD,,,Canada,,Toronto,11 - 20 years,1 year or less,College degree,Woman,"Hispanic, Latino, or Spanish origin"
4/27/2021 11:14,35-44,Business or Consulting,Senior project manager,,"145,600",,USD,,,US,California,Oakland,11 - 20 years,11 - 20 years,College degree,Woman,White
4/27/2021 11:14,35-44,Nonprofits,Data Analytics Manager,,"74,000",0,EUR,,"Benefits include pension, public transport allowance, lunch allowance and 5 weeks paid leave",Netherlands,,Utrecht,11 - 20 years,2 - 4 years,Master's degree,Man,White
4/27/2021 11:14,35-44,Nonprofits,"Associate Executive Director, Advocacy & Governance",,"178,000",,USD,,,USA,Virginia,Alexandria,11 - 20 years,11 - 20 years,Master's degree,Woman,White
4/27/2021 11:14,25-34,Nonprofits,Development Manager,,"73,495",0,USD,,,US,Massachusetts,Boston,8 - 10 years,8 - 10 years,Master's degree,Woman,White
4/27/2021 11:14,45-54,Business or Consulting,Director of Strategy,(brand and culture strategy),"300,000",0,USD,,,USA,California,San Francisco,21 - 30 years,11 - 20 years,Master's degree,Woman,White
4/27/2021 11:14,25-34,Media & Digital,Senior Publishing Editor,,"46,100",4500,GBP,,,United Kingdom,,London,11 - 20 years,11 - 20 years,College degree,Man,White
4/27/2021 11:14,25-34,"Marketing, Advertising & PR",Email Marketing Manager,,"77,500",,USD,,,United States ,Maryland,Gaithersburg,8 - 10 years,5-7 years,College degree,Woman,White
4/27/2021 11:14,25-34,Law,Staff Attorney,Government,"89,000",1000,USD,,,United States,Maryland,Annapolis,8 - 10 years,2 - 4 years,Master's degree,Woman,White
4/27/2021 11:14,25-34,"Accounting, Banking & Finance",Administrative Assistant,,"43,000",5000,USD,,,United States,Colorado,Broomfield,5-7 years,2 - 4 years,College degree,Woman,White
4/27/2021 11:14,35-44,Education (Higher Education),Assistant Director,I manage the day to day of a small vocational achool,"44,000",0,USD,,,United States,New Jersey,Mount Laurel,11 - 20 years,5-7 years,Some college,Woman,White
4/27/2021 11:14,45-54,Law,Legal Secretary,,"67,000",0,USD,,,USA,Delaware,Wilmington,21 - 30 years,11 - 20 years,Some college,Woman,White
4/27/2021 11:14,25-34,Engineering or Manufacturing,Digital Marketing Specialist,,"62,700",1200,USD,,,United States,Indiana,Indianapolis,2 - 4 years,2 - 4 years,College degree,Woman,White
4/27/2021 11:14,25-34,Law,Attorney,Estate planning and administration,"70,000",10000,USD,,,United States,Massachusetts,Newton,11 - 20 years,8 - 10 years,PhD,Woman,White
4/27/2021 11:15,35-44,"Accounting, Banking & Finance",Pharmacy Billing Specialist,Pharmacy Revenue Cycle,"34,500",1200,USD,,,USA ,Kentucky,Lexington,21 - 30 years,5-7 years,Some college,Woman,White
4/27/2021 11:15,25-34,Nonprofits,Director of Development,,"90,000",12000,USD,,,United States,District of Columbia,Washington DC,8 - 10 years,8 - 10 years,Master's degree,Man,White
4/27/2021 11:15,25-34,"Marketing, Advertising & PR",marketing communications consultant,,"73,000",5000,USD,,,US,Illinois,Chicago,8 - 10 years,5-7 years,College degree,Woman,White
4/27/2021 11:15,45-54,Computing or Tech,Director of Information Technology ,,"65,000",0,USD,,,USA,Pennsylvania,New Castle,21 - 30 years,21 - 30 years,Some college,Woman,White
4/27/2021 11:15,25-34,Nonprofits,Development Associate,,"63,500",,USD,,,United States,New York,New York,8 - 10 years,8 - 10 years,Master's degree,Woman,White
4/27/2021 11:15,45-54,Business or Consulting,Director of IT,,"186,000",18600,USD,,,US,Tennessee,Nashville,21 - 30 years,21 - 30 years,Master's degree,Woman,White
4/27/2021 11:15,35-44,Utilities & Telecommunications,Sr Sourcing Specialist ,Procurement ,"71,000",7100,USD,,,US,Kansas,Topeka,11 - 20 years,11 - 20 years,College degree,Woman,White
4/27/2021 11:15,35-44,Librarian ,YA Librarian ,,"58,000",0,USD,,,USA,New York,Brooklyn,11 - 20 years,11 - 20 years,Master's degree,Woman,Black or African American
4/27/2021 11:15,25-34,Education (Higher Education),Programme Administrator,Admin support for 6 different courses of study at a University,"24,461",0,GBP,,,England,,Oxford,11 - 20 years,5-7 years,College degree,Woman,White
4/27/2021 11:15,25-34,Government and Public Administration,"Director, Government Relations ",,"139,000",,USD,,,United States,,"Washington, DC",5-7 years,5-7 years,College degree,Woman,White
4/27/2021 11:15,25-34,Education (Higher Education),Alumni Relations Coordinator,,"70,000",2000,USD,,,United States,Massachusetts,Boston,5-7 years,5-7 years,College degree,Woman,White
4/27/2021 11:15,25-34,Nonprofits,Development Manager,I am the senior fundraising staffer in a small nonprofit. My department has one other part time employee. ,"50,000",2500,USD,,,United States,Texas,Dallas,5-7 years,5-7 years,College degree,Non-binary,White
4/27/2021 11:15,35-44,Nonprofits,Social Services Director,I'm the director of a large area,"85,000",,USD,,,USA,Michigan,prefer not to say,11 - 20 years,11 - 20 years,Master's degree,Woman,White
4/27/2021 11:15,25-34,Education (Primary/Secondary),Teacher,,"93,689",0,USD,,,USA,Pennsylvania,Philadelphia ,11 - 20 years,11 - 20 years,Master's degree,Woman,"Hispanic, Latino, or Spanish origin, White"
4/27/2021 11:15,35-44,"Accounting, Banking & Finance",Senior Manager,tax at a large accounting firm,"186,000",5000,USD,,,United States,New York,New York,11 - 20 years,11 - 20 years,Master's degree,Woman,White
4/27/2021 11:15,25-34,Sales,Sales Operations Associate,,"52,000",4000,USD,,,USA,Massachusetts,Somerville,5-7 years,5-7 years,College degree,Woman,Asian or Asian American
4/27/2021 11:15,25-34,Computing or Tech,Project Manager,Technical Project Manager,"110,000",5000,USD,,,United States,,San Francisco,8 - 10 years,5-7 years,College degree,Woman,White
4/27/2021 11:15,35-44,Law,Lease Administrator,On the Admin side of a law firm; oversee the leasing activity and associated tasks for a large multinational firm.  ,"106,000",,USD,,,USA,Pennsylvania,Philadelphia,11 - 20 years,11 - 20 years,College degree,Woman,White
4/27/2021 11:15,35-44,Education (Higher Education),Library Director,,"69,500",1000,USD,,,United States,Pennsylvania,Philadelphia,11 - 20 years,5-7 years,Master's degree,Woman,White
4/27/2021 11:15,35-44,Sales,Inside Sales Representative,,"55,000",12000,USD,,,USA,Michigan,Auburn Hills,5-7 years,5-7 years,College degree,Man,White
4/27/2021 11:15,25-34,Computing or Tech,UX Specialist,User experience (UX) research and design,"60,000",,CAD,,"Salaried full-time, but 37.5 hours per week instead of 40",Canada,,Edmonton,5-7 years,2 - 4 years,Master's degree,Woman,White
4/27/2021 11:15,35-44,Business or Consulting,Senior Associate,,"100,000",,USD,,Don't really know the bonus yet,US,Massachusetts,Boston,11 - 20 years,5-7 years,PhD,Woman,White
4/27/2021 11:15,18-24,Media & Digital,Software Developer,,"72,000",,USD,,"This is the gross income, before things are stored in my HSA, 401k, etc.",United States,Illinois,Moline,2 - 4 years,2 - 4 years,College degree,Woman,Asian or Asian American
4/27/2021 11:15,35-44,Media & Digital,Sr. Product Manager,Technology Product; Non-profit company ,"108,000",5000,USD,,,United States,Virginia,Arlington,11 - 20 years,5-7 years,College degree,Woman,"Asian or Asian American, White"
4/27/2021 11:15,35-44,Art & Design,Senior Designer,,"97,000",13000,USD,,,USA,California,Los Angeles,11 - 20 years,8 - 10 years,Master's degree,Woman,White
4/27/2021 11:15,35-44,"Accounting, Banking & Finance",Office Manager,,"58,500",1500,USD,,,USA,Maine,Portland,11 - 20 years,5-7 years,College degree,Woman,White
4/27/2021 11:15,35-44,Education (Higher Education),Reference and Research Librarian,,"47,000",0,USD,,,USA ,South Carolina,Spartanburg ,8 - 10 years,5-7 years,Master's degree,Woman,White
4/27/2021 11:15,35-44,Business or Consulting,senior communications associate,,"52,000",0,EUR,,,netherlands,,Amsterdam,11 - 20 years,11 - 20 years,PhD,Woman,White
4/27/2021 11:15,35-44,Education (Higher Education),Associate Research Professor,Non-tenure track faculty in a STEM field,"110,000",10000,USD,,,United States,North Carolina,Raleigh,11 - 20 years,8 - 10 years,PhD,Woman,White
4/27/2021 11:15,25-34,"Marketing, Advertising & PR",Content Writer,,"55,600",0,CAD,,,Canada,,Toronto,2 - 4 years,2 - 4 years,College degree,Woman,White
4/27/2021 11:15,25-34,Engineering or Manufacturing,Production Control Specialist,,"60,000",,USD,,,USA,Alabama,Athens,8 - 10 years,8 - 10 years,College degree,Woman,White
4/27/2021 11:15,25-34,Government and Public Administration,Community center director ,Entry level parks and recreation ,"42,000",0,USD,,,United states,Ohio,Cincinnati ,2 - 4 years,2 - 4 years,Master's degree,Woman,White
4/27/2021 11:15,45-54,Engineering or Manufacturing,Full Charge Bookkeeper,,"70,000",7200,USD,,,United States,Pennsylvania,Bethlehem,11 - 20 years,11 - 20 years,College degree,Woman,White
4/27/2021 11:15,55-64,"Accounting, Banking & Finance",CPA,,"62,000",,USD,,I work 1960 hours a year,USA,Minnesota,New Ulm,31 - 40 years,31 - 40 years,College degree,Woman,White
4/27/2021 11:15,25-34,Government and Public Administration,Postdoc,,"66,000",,USD,,,United States,Maryland,Rockville,2 - 4 years,2 - 4 years,PhD,Woman,White
4/27/2021 11:15,25-34,Transport or Logistics,Manager of Service Development,I manage transit service planning and schedule development for a mid-size city.,"82,500",0,USD,,,USA,Pennsylvania,Pittsburgh,8 - 10 years,5-7 years,Master's degree,Woman,White
4/27/2021 11:15,35-44,Nonprofits,Senior Manager,,"130,000",,USD,,,USA,District of Columbia,"Washington, DC",11 - 20 years,11 - 20 years,College degree,Woman,White
4/27/2021 11:15,18-24,Retail,Asset Protection ,,"32,000",2200,USD,,,United States ,Texas,Waco ,31 - 40 years,2 - 4 years,High School,Woman,White
4/27/2021 11:15,25-34,Computing or Tech,Software Engineer 2,,"128,000",0,USD,,,US,Texas,Austin,5-7 years,5-7 years,College degree,Man,White
4/27/2021 11:15,35-44,Nonprofits,Executive Director,,"87,500",0,USD,,,US,Idaho,Boise,11 - 20 years,11 - 20 years,Master's degree,Woman,White
4/27/2021 11:15,18-24,Business or Consulting,Research Analyst,,"68,150",,USD,,,United States,Virginia,Falls Church,2 - 4 years,2 - 4 years,College degree,Woman,"Asian or Asian American, White"
4/27/2021 11:15,35-44,Engineering or Manufacturing,Operations Manager,,"156,000",20000,USD,,,USA,California,Los Angeles,11 - 20 years,11 - 20 years,College degree,Woman,White
4/27/2021 11:15,35-44,Art & Design,Senior Art Consultant,,"77,500",0,USD,,,USA,Illinois,Chicago,21 - 30 years,11 - 20 years,Master's degree,Woman,White
4/27/2021 11:15,45-54,Government and Public Administration,Supervisory Archivist,Federal GS 14,"151,000",2000,USD,,Based on the Office of Personnel Management GS payscale,USA,Maryland,College Park,21 - 30 years,21 - 30 years,Master's degree,Woman,White
4/27/2021 11:15,25-34,Business or Consulting,Consultant,,"165,000",20000,USD,,,USA,Massachusetts,Boston,1 year or less,1 year or less,PhD,Woman,White
