id,Year,Category,Nominee
1058,2013.0,Actress in a Supporting Role,Lupita Nyong'o
1059,2013.0,Animated Feature Film,Frozen
1060,2013.0,Cinematography,Gravity
1061,2013.0,Costume Design,The Great Gatsby
1062,2013.0,Directing,Gravity
1063,2013.0,Documentary (Feature),20 Feet from Stardom
1064,2013.0,Documentary (Short Subject),The Lady in Number 6: Music Saved My Life
1065,2013.0,Film Editing,Gravity
1066,2013.0,Foreign Language Film,The Great Beauty
1067,2013.0,Makeup and Hairstyling,Dallas Buyers Club
1068,2013.0,Music (Original Score),Gravity
1069,2013.0,Music (Original Song),"""Let It Go"" from Frozen"
1070,2013.0,Best Picture,12 Years a Slave
1071,2013.0,Production Design,The Great Gatsby
1072,2013.0,Short Film (Animated),Mr. Hublot
1073,2013.0,Short Film (Live Action),Helium
1074,2013.0,Sound Editing,Gravity
1075,2013.0,Sound Mixing,Gravity
1076,2013.0,Visual Effects,Gravity
1077,2013.0,Writing (Adapted Screenplay),12 Years a Slave
1078,2013.0,Writing (Original Screenplay),Her
1079,2013.0,Jean Hersholt Humanitarian Award,Angelina Jolie
1080,2013.0,Honorary Award,Angela Lansbury
1081,2013.0,Honorary Award,Steve Martin
1082,2013.0,Honorary Award,Piero Tosi
1083,2013.0,Gordon E. Sawyer Award,Peter W. Anderson
1084,2013.0,John A. Bonner Medal of Commendation,"Charles ""Tad"" Marburg"
1085,2014.0,Actor in a Leading Role,Eddie Redmayne
1086,2014.0,Actor in a Supporting Role,J.K. Simmons
1087,2014.0,Actress in a Leading Role,Julianne Moore
1088,2014.0,Actress in a Supporting Role,Patricia Arquette
1089,2014.0,Animated Feature Film,Big Hero 6
1090,2014.0,Cinematography,Birdman or (The Unexpected Virtue of Ignorance)
1091,2014.0,Costume Design,The Grand Budapest Hotel
1092,2014.0,Directing,Birdman or (The Unexpected Virtue of Ignorance)
1093,2014.0,Documentary (Feature),CitizenFour
1094,2014.0,Documentary (Short Subject),Crisis Hotline: Veterans Press 1
1095,2014.0,Film Editing,Whiplash
1096,2014.0,Foreign Language Film,Ida
1097,2014.0,Makeup and Hairstyling,The Grand Budapest Hotel
1098,2014.0,Music (Original Score),The Grand Budapest Hotel
1099,2014.0,Music (Original Song),"""Glory"" from Selma"
1100,2014.0,Best Picture,Birdman or (The Unexpected Virtue of Ignorance)
1101,2014.0,Production Design,The Grand Budapest Hotel
1102,2014.0,Short Film (Animated),Feast
1103,2014.0,Short Film (Live Action),The Phone Call
1104,2014.0,Sound Editing,American Sniper
1105,2014.0,Sound Mixing,Whiplash
1106,2014.0,Visual Effects,Interstellar
1107,2014.0,Writing (Adapted Screenplay),The Imitation Game
1108,2014.0,Writing (Original Screenplay),Birdman or (The Unexpected Virtue of Ignorance)
1109,2014.0,Jean Hersholt Humanitarian Award,Harry Belafonte
1110,2014.0,Honorary Award,Jean-Claude Carrière
1111,2014.0,Honorary Award,Hayao Miyazaki
1112,2014.0,Honorary Award,Maureen O'Hara
1113,2014.0,Gordon E. Sawyer Award,David Winchester Gray
1114,2014.0,Award of Commendation,"Steven Tiffen, Jeff Cohen and Michael Fecik"
1115,2015.0,Actor in a Leading Role,Leonardo DiCaprio
1116,2015.0,Actor in a Supporting Role,Mark Rylance
1117,2015.0,Actress in a Leading Role,Brie Larson
1118,2015.0,Actress in a Supporting Role,Alicia Vikander
1119,2015.0,Animated Feature Film,Inside Out
1120,2015.0,Costume Design,Mad Max: Fury Road
1121,2015.0,Directing,The Revenant
1122,2015.0,Documentary (Feature),Amy
1123,2015.0,Documentary (Short Subject),A Girl in the River: The Price of Forgiveness
1124,2015.0,Film Editing,Mad Max: Fury Road
1125,2015.0,Foreign Language Film,Son of Saul
1126,2015.0,Makeup and Hairstyling,Mad Max: Fury Road
1127,2015.0,Music (Original Score),The Hateful Eight
1128,2015.0,Music (Original Song),Writing's On The Wall from Spectre
1129,2015.0,Best Picture,Spotlight
1130,2015.0,Production Design,Mad Max: Fury Road
1131,2015.0,Short Film (Animated),Bear Story
1132,2015.0,Short Film (Live Action),Stutterer
1133,2015.0,Sound Editing,Mad Max: Fury Road
1134,2015.0,Sound Mixing,Mad Max: Fury Road
1135,2015.0,Visual Effects,Ex Machina
1136,2015.0,Writing (Adapted Screenplay),The Big Short
1137,2015.0,Writing (Original Screenplay),Spotlight
1138,2015.0,Jean Hersholt Humanitarian Award,Debbie Reynolds
1139,2015.0,Honorary Award,Spike Lee
1140,2015.0,Honorary Award,Gena Rowlands
