id,Last Name,First Name,Congress Number,Year at Start of Congress,State Code,Chamber of Congress,Congressional District,Party,Year First Elected,Gender,Size of House Delegation from Member's State,Race,Total Bills Sponsored,Total Bills with Action in Committee,Total Bills with Action Beyond Committee,Total Bills Passed Chamber,Total Bills Became Law,Picture
3005,Jackson Lee,Sheila,112.0,2011.0,TX,House of Representative,18.0,Democrat,1994.0,Female,32.0,African-American,41.0,2.0,2.0,0.0,0.0,https://www.congress.gov/img/member/115_rp_tx_18_jacksonlee_sheila_200.jpg
3006,Jenkins,Lynn,112.0,2011.0,KS,House of Representative,2.0,Republican,2008.0,Female,4.0,Caucasian,17.0,1.0,1.0,0.0,0.0,https://www.congress.gov/img/member/j000290_200.jpg
3007,Johanns,Mike,112.0,2011.0,NE,Senate,0.0,Republican,2008.0,Male,3.0,Caucasian,18.0,0.0,0.0,0.0,0.0,https://www.congress.gov/img/member/j000287_200.jpg
3008,Johnson,Eddie,112.0,2011.0,TX,House of Representative,30.0,Democrat,1992.0,Female,32.0,African-American,21.0,0.0,0.0,0.0,0.0,https://www.congress.gov/img/member/115_rp_tx_30_johnson_eddie_200.jpg
3009,Johnson,Henry,112.0,2011.0,GA,House of Representative,4.0,Democrat,2006.0,Male,13.0,African-American,11.0,3.0,2.0,1.0,1.0,https://www.congress.gov/img/member/114_rp_ga_4_johnson_henry_200.jpg
3010,Johnson,Sam,112.0,2011.0,TX,House of Representative,3.0,Republican,1991.0,Male,32.0,Caucasian,33.0,0.0,1.0,1.0,0.0,https://www.congress.gov/img/member/115_rp_tx_3_johnson_sam_200.jpg
3011,Johnson,Bill,112.0,2011.0,OH,House of Representative,6.0,Republican,2010.0,Male,18.0,Caucasian,12.0,8.0,5.0,4.0,1.0,https://www.congress.gov/img/member/114_rp_oh_6_johnson_bill_200.jpg
3012,Johnson,Timothy,112.0,2011.0,IL,House of Representative,15.0,Republican,2000.0,Male,18.0,Caucasian,13.0,0.0,0.0,0.0,0.0,https://www.congress.gov/img/member/j000285_200.jpg
3013,Johnson,Ron,112.0,2011.0,WI,Senate,0.0,Republican,2010.0,Male,8.0,Caucasian,5.0,1.0,1.0,1.0,1.0,https://www.congress.gov/img/member/j000293_200.jpg
3014,Johnson,Tim,112.0,2011.0,SD,Senate,0.0,Democrat,1996.0,Male,1.0,Caucasian,19.0,6.0,7.0,2.0,1.0,https://www.congress.gov/img/member/113_sr_sd_johnson_tim_200.jpg
3015,Jones,Walter,112.0,2011.0,NC,House of Representative,3.0,Republican,1994.0,Male,13.0,Caucasian,30.0,4.0,3.0,2.0,0.0,https://www.congress.gov/img/member/115_rp_nc_3_jones_walter_200.jpg
3016,Jordan,Jim,112.0,2011.0,OH,House of Representative,4.0,Republican,2006.0,Male,18.0,Caucasian,6.0,0.0,0.0,0.0,0.0,https://www.congress.gov/img/member/114_rp_oh_4_jordan_jim_200.jpg
3017,Kaptur,Marcy,112.0,2011.0,OH,House of Representative,9.0,Democrat,1982.0,Female,18.0,Caucasian,17.0,1.0,0.0,0.0,0.0,https://www.congress.gov/img/member/k000009_200.jpg
3018,Keating,William,112.0,2011.0,MA,House of Representative,10.0,Democrat,2010.0,Male,10.0,Caucasian,8.0,2.0,1.0,1.0,1.0,https://www.congress.gov/img/member/114_rp_ma_9_keating_william_200.jpg
3019,Kelly,Mike,112.0,2011.0,PA,House of Representative,3.0,Republican,2010.0,Male,19.0,Caucasian,6.0,1.0,1.0,1.0,0.0,https://www.congress.gov/img/member/114_rp_pa_3_kelly_mike_200.jpg
3020,Kerry,John,112.0,2011.0,MA,Senate,0.0,Democrat,1984.0,Male,10.0,Caucasian,95.0,9.0,6.0,4.0,3.0,https://www.congress.gov/img/member/k000148_200.jpg
3021,Kildee,Dale,112.0,2011.0,MI,House of Representative,5.0,Democrat,1976.0,Male,15.0,Caucasian,11.0,2.0,1.0,1.0,1.0,https://www.congress.gov/img/member/112_rp_mi_5_kildee_dale_200.jpg
3022,Kind,Ron,112.0,2011.0,WI,House of Representative,3.0,Democrat,1996.0,Male,8.0,Caucasian,20.0,2.0,0.0,0.0,0.0,https://www.congress.gov/img/member/114_rp_wi_3_kind_ron_200.jpg
3023,King,Peter,112.0,2011.0,NY,House of Representative,3.0,Republican,1992.0,Male,29.0,Caucasian,29.0,1.0,1.0,0.0,0.0,https://www.congress.gov/img/member/115_rp_ny_2_king_peter_200.jpg
3024,King,Steve,112.0,2011.0,IA,House of Representative,5.0,Republican,2002.0,Male,5.0,Caucasian,17.0,1.0,0.0,0.0,0.0,https://www.congress.gov/img/member/114_rp_ia_4_king_steve_200.jpg
3025,Kingston,Jack,112.0,2011.0,GA,House of Representative,1.0,Republican,1992.0,Male,13.0,Caucasian,8.0,3.0,2.0,1.0,1.0,https://www.congress.gov/img/member/113_rp_ga_1_kingston_jack_200.jpg
3026,Kinzinger,Adam,112.0,2011.0,IL,House of Representative,11.0,Republican,2010.0,Male,18.0,Caucasian,13.0,1.0,1.0,1.0,0.0,https://www.congress.gov/img/member/114_rp_il_16_kinzinger_adam_200.jpg
3027,Kirk,Mark,112.0,2011.0,IL,Senate,0.0,Republican,2010.0,Male,19.0,Caucasian,13.0,0.0,0.0,0.0,0.0,https://www.congress.gov/img/member/k000360_200.jpg
3028,Kissell,Larry,112.0,2011.0,NC,House of Representative,8.0,Democrat,2008.0,Male,13.0,Caucasian,24.0,2.0,1.0,1.0,0.0,https://www.congress.gov/img/member/k000369_200.jpg
3029,Kline,John,112.0,2011.0,MN,House of Representative,2.0,Republican,2002.0,Male,8.0,Caucasian,11.0,6.0,6.0,3.0,1.0,https://www.congress.gov/img/member/k000363_200.jpg
3030,Klobuchar,Amy,112.0,2011.0,MN,Senate,0.0,Democrat,2006.0,Female,8.0,Caucasian,83.0,10.0,10.0,3.0,3.0,https://www.congress.gov/img/member/k000367_200.jpg
3031,Kohl,Herb,112.0,2011.0,WI,Senate,0.0,Democrat,1988.0,Male,8.0,Caucasian,38.0,8.0,7.0,0.0,0.0,https://www.congress.gov/img/member/k000305_200.jpg
3032,Kucinich,Dennis,112.0,2011.0,OH,House of Representative,10.0,Democrat,1996.0,Male,18.0,Caucasian,17.0,1.0,0.0,0.0,0.0,https://www.congress.gov/img/member/k000336_200.jpg
3033,Kyl,Jon,112.0,2011.0,AZ,Senate,0.0,Republican,1994.0,Male,8.0,Caucasian,9.0,1.0,1.0,0.0,0.0,https://www.congress.gov/img/member/111kyl_r_az_200.jpg
3034,Labrador,Raul,112.0,2011.0,ID,House of Representative,1.0,Republican,2010.0,Male,2.0,Latino/a,7.0,3.0,2.0,0.0,0.0,https://www.congress.gov/img/member/l000573_200.jpg
3035,Lamborn,Doug,112.0,2011.0,CO,House of Representative,5.0,Republican,2006.0,Male,7.0,Caucasian,14.0,5.0,5.0,3.0,1.0,https://www.congress.gov/img/member/114_rp_co_5_lamborn_doug_200.jpg
3036,Lance,Leonard,112.0,2011.0,NJ,House of Representative,7.0,Republican,2008.0,Male,13.0,Caucasian,8.0,0.0,0.0,0.0,0.0,https://www.congress.gov/img/member/l000567_200.jpg
3037,Landrieu,Mary,112.0,2011.0,LA,Senate,0.0,Democrat,1996.0,Female,7.0,Caucasian,58.0,10.0,8.0,3.0,3.0,https://www.congress.gov/img/member/l000550_200.jpg
3038,Landry,Jeffrey,112.0,2011.0,LA,House of Representative,3.0,Republican,2010.0,Male,7.0,Caucasian,10.0,1.0,1.0,1.0,0.0,https://www.congress.gov/img/member/l000574_200.jpg
3039,Langevin,James,112.0,2011.0,RI,House of Representative,2.0,Democrat,2000.0,Male,2.0,Caucasian,10.0,1.0,1.0,1.0,0.0,https://www.congress.gov/img/member/114_rp_ri_2_langevin_james_200.jpg
3040,Lankford,James,112.0,2011.0,OK,House of Representative,5.0,Republican,2010.0,Male,5.0,Caucasian,11.0,3.0,3.0,0.0,0.0,https://www.congress.gov/img/member/l000575_200.jpg
3041,Larsen,Rick,112.0,2011.0,WA,House of Representative,2.0,Democrat,2000.0,Male,9.0,Caucasian,14.0,1.0,2.0,2.0,0.0,https://www.congress.gov/img/member/114_rp_wa_2_larsen_rick_200.jpg
3042,Larson,John,112.0,2011.0,CT,House of Representative,1.0,Democrat,1998.0,Male,5.0,Caucasian,15.0,1.0,0.0,0.0,0.0,https://www.congress.gov/img/member/l000557_200.jpg
3043,Latham,Tom,112.0,2011.0,IA,House of Representative,4.0,Republican,1994.0,Male,5.0,Caucasian,16.0,1.0,2.0,2.0,0.0,https://www.congress.gov/img/member/l000111_200.jpg
3044,LaTourette,Steven,112.0,2011.0,OH,House of Representative,14.0,Republican,1994.0,Male,18.0,Caucasian,15.0,0.0,0.0,0.0,0.0,https://www.congress.gov/img/member/112_latourette_oh14_200.jpg
3045,Latta,Robert,112.0,2011.0,OH,House of Representative,5.0,Republican,2007.0,Male,18.0,Caucasian,17.0,1.0,1.0,0.0,0.0,https://www.congress.gov/img/member/114_rp_oh_5_latta_robert_200.jpg
3046,Lautenberg,Frank,112.0,2011.0,NJ,Senate,0.0,Democrat,2002.0,Male,13.0,Caucasian,54.0,9.0,7.0,1.0,0.0,https://www.congress.gov/img/member/l000123_200.jpg
3047,Leahy,Patrick,112.0,2011.0,VT,Senate,0.0,Democrat,1974.0,Male,1.0,Caucasian,47.0,24.0,24.0,10.0,4.0,https://www.congress.gov/img/member/l000174_200.jpg
3048,Lee,Barbara,112.0,2011.0,CA,House of Representative,9.0,Democrat,1998.0,Female,53.0,African-American,32.0,1.0,1.0,1.0,0.0,https://www.congress.gov/img/member/114_rp_ca_13_lee_barbara_200.jpg
3049,Lee,Christopher,112.0,2011.0,NY,House of Representative,26.0,Republican,2008.0,Male,29.0,Caucasian,1.0,0.0,1.0,1.0,0.0,https://www.congress.gov/img/member/l000568_200.jpg
3050,Lee,Mike,112.0,2011.0,UT,Senate,0.0,Republican,2010.0,Male,3.0,Caucasian,20.0,2.0,2.0,2.0,2.0,https://www.congress.gov/img/member/l000577_200.jpg
3051,Levin,Sander,112.0,2011.0,MI,House of Representative,12.0,Democrat,1982.0,Male,15.0,Caucasian,10.0,0.0,0.0,0.0,0.0,https://www.congress.gov/img/member/115_rp_mi_9_levin_sander_200.jpg
3052,Levin,Carl,112.0,2011.0,MI,Senate,0.0,Democrat,1978.0,Male,15.0,Caucasian,71.0,7.0,11.0,6.0,2.0,https://www.congress.gov/img/member/l000261_200.jpg
3053,Lewis,John,112.0,2011.0,GA,House of Representative,5.0,Democrat,1986.0,Male,13.0,African-American,25.0,0.0,0.0,0.0,0.0,https://www.congress.gov/img/member/115_rp_ga_5_lewis_john_200.jpg
3054,Lewis,Jerry,112.0,2011.0,CA,House of Representative,41.0,Republican,1978.0,Male,53.0,Caucasian,0.0,0.0,0.0,0.0,0.0,https://www.congress.gov/img/member/l000274_200.jpg
3055,Lieberman,Joseph,112.0,2011.0,CT,Senate,0.0,Democrat,1988.0,Male,5.0,Caucasian,58.0,21.0,16.0,5.0,3.0,https://www.congress.gov/img/member/l000304_200.jpg
3056,Lipinski,Daniel,112.0,2011.0,IL,House of Representative,3.0,Democrat,2004.0,Male,18.0,Caucasian,7.0,2.0,2.0,2.0,0.0,https://www.congress.gov/img/member/l000563_200.jpg
3057,LoBiondo,Frank,112.0,2011.0,NJ,House of Representative,2.0,Republican,1994.0,Male,13.0,Caucasian,10.0,4.0,4.0,1.0,1.0,https://www.congress.gov/img/member/l000554_200.jpg
3058,Loebsack,David,112.0,2011.0,IA,House of Representative,2.0,Democrat,2006.0,Male,5.0,Caucasian,15.0,0.0,0.0,0.0,0.0,https://www.congress.gov/img/member/114_rp_ia_2_loebsack_david_200.jpg
3059,Lofgren,Zoe,112.0,2011.0,CA,House of Representative,16.0,Democrat,1994.0,Female,53.0,Caucasian,14.0,3.0,3.0,3.0,1.0,https://www.congress.gov/img/member/115_rp_ca_19_lofgren_zoe_200.jpg
3060,Long,Billy,112.0,2011.0,MO,House of Representative,7.0,Republican,2010.0,Male,9.0,Caucasian,4.0,1.0,0.0,0.0,0.0,https://www.congress.gov/img/member/114_rp_mo_7_long_billy_200.jpg
3061,Lowey,Nita,112.0,2011.0,NY,House of Representative,18.0,Democrat,1988.0,Female,29.0,Caucasian,20.0,0.0,0.0,0.0,0.0,https://www.congress.gov/img/member/l000480_200.jpg
3062,Lucas,Frank,112.0,2011.0,OK,House of Representative,3.0,Republican,1994.0,Male,5.0,Caucasian,4.0,2.0,3.0,1.0,0.0,https://www.congress.gov/img/member/114_rp_ok_3_lucas_frank_200.jpg
3063,Luetkemeyer,Blaine,112.0,2011.0,MO,House of Representative,9.0,Republican,2008.0,Male,9.0,Caucasian,48.0,2.0,3.0,3.0,2.0,https://www.congress.gov/img/member/114_rp_mo_3_luetkemeyer_blaine_200.jpg
3064,Lugar,Richard,112.0,2011.0,IN,Senate,0.0,Republican,1976.0,Male,9.0,Caucasian,15.0,2.0,2.0,0.0,0.0,https://www.congress.gov/img/member/l000504_200.jpg
3065,Lujan,Ben,112.0,2011.0,NM,House of Representative,3.0,Democrat,2008.0,Male,3.0,Latino/a,11.0,2.0,1.0,1.0,0.0,https://www.congress.gov/img/member/114_rp_nm_3_lujn_ben_200.jpg
3066,Lummis,Cynthia,112.0,2011.0,WY,House of Representative,1.0,Republican,2008.0,Female,1.0,Caucasian,12.0,3.0,2.0,0.0,0.0,https://www.congress.gov/img/member/l000571_200.jpg
3067,Lungren,Daniel,112.0,2011.0,CA,House of Representative,3.0,Republican,2004.0,Male,53.0,Caucasian,25.0,8.0,8.0,6.0,2.0,https://www.congress.gov/img/member/l000517_200.jpg
3068,Lynch,Stephen,112.0,2011.0,MA,House of Representative,9.0,Republican,2001.0,Male,10.0,Caucasian,4.0,0.0,0.0,0.0,0.0,https://www.congress.gov/img/member/l000562_200.jpg
3069,Mack,Connie,112.0,2011.0,FL,House of Representative,14.0,Republican,2004.0,Male,25.0,Caucasian,16.0,4.0,3.0,0.0,0.0,https://www.congress.gov/img/member/m001155_200.jpg
3070,Maloney,Carolyn,112.0,2011.0,NY,House of Representative,14.0,Republican,1992.0,Female,29.0,Caucasian,57.0,0.0,0.0,0.0,0.0,https://www.congress.gov/img/member/114_rp_ny_12_maloney_carolyn_200.jpg
3071,Manchin,Joe,112.0,2011.0,WV,Senate,0.0,Democrat,2010.0,Male,3.0,Caucasian,15.0,0.0,0.0,0.0,0.0,https://www.congress.gov/img/member/m001183_200.jpg
3072,Manzullo,Donald,112.0,2011.0,IL,House of Representative,16.0,Republican,1992.0,Male,18.0,Caucasian,9.0,2.0,0.0,0.0,0.0,https://www.congress.gov/img/member/m001138_200.jpg
3073,Marchant,Kenny,112.0,2011.0,TX,House of Representative,24.0,Republican,2004.0,Male,32.0,Caucasian,5.0,0.0,0.0,0.0,0.0,https://www.congress.gov/img/member/114_rp_tx_24_marchant_kenny_200.jpg
3074,Marino,Tom,112.0,2011.0,PA,House of Representative,10.0,Republican,2010.0,Male,19.0,Caucasian,16.0,2.0,1.0,1.0,0.0,https://www.congress.gov/img/member/115_rp_pa_10_marino_tom_200.jpg
3075,Markey,Edward,112.0,2011.0,MA,House of Representative,7.0,Democrat,1976.0,Male,10.0,Caucasian,51.0,3.0,2.0,1.0,0.0,https://www.congress.gov/img/member/m000133_200.jpg
3076,Massie,Thomas,112.0,2011.0,KY,House of Representative,4.0,Republican,2012.0,Male,6.0,Caucasian,0.0,0.0,0.0,0.0,0.0,https://www.congress.gov/img/member/114_rp_ky_4_massie_thomas_200.jpg
3077,Matheson,Jim,112.0,2011.0,UT,House of Representative,2.0,Democrat,2000.0,Male,3.0,Caucasian,13.0,2.0,2.0,2.0,1.0,https://www.congress.gov/img/member/m001142_200.jpg
3078,Matsui,Doris,112.0,2011.0,CA,House of Representative,5.0,Democrat,2005.0,Female,53.0,Asian-American,15.0,0.0,0.0,0.0,0.0,https://www.congress.gov/img/member/114_rp_ca_6_matsui_doris_200.jpg
3079,McCain,John,112.0,2011.0,AZ,Senate,0.0,Republican,1986.0,Male,8.0,Caucasian,22.0,3.0,3.0,1.0,1.0,https://www.congress.gov/img/member/m000303_200.jpg
3080,McCarthy,Carolyn,112.0,2011.0,NY,House of Representative,4.0,Democrat,1996.0,Female,29.0,Caucasian,12.0,1.0,1.0,1.0,1.0,https://www.congress.gov/img/member/m000309_200.jpg
3081,McCarthy,Kevin,112.0,2011.0,CA,House of Representative,22.0,Republican,2006.0,Male,53.0,Caucasian,5.0,2.0,2.0,2.0,0.0,https://www.congress.gov/img/member/114_rp_ca_23_mccarthy_kevin_200.jpg
3082,McCaskill,Claire,112.0,2011.0,MO,Senate,0.0,Democrat,2006.0,Female,9.0,Caucasian,22.0,3.0,2.0,0.0,0.0,https://www.congress.gov/img/member/m001170_200.jpg
3083,McCaul,Michael,112.0,2011.0,TX,House of Representative,10.0,Republican,2004.0,Male,32.0,Caucasian,13.0,3.0,3.0,3.0,1.0,https://www.congress.gov/img/member/114_rp_tx_10_mccaul_michael_200.jpg
3084,McClintock,Tom,112.0,2011.0,CA,House of Representative,4.0,Republican,2008.0,Male,53.0,Caucasian,5.0,2.0,2.0,1.0,1.0,https://www.congress.gov/img/member/114_rp_ca_4_mcclintock_tom_200.jpg
3085,McCollum,Betty,112.0,2011.0,MN,House of Representative,4.0,Democrat,2000.0,Female,8.0,Caucasian,6.0,0.0,0.0,0.0,0.0,https://www.congress.gov/img/member/114_rp_mn_4_mccollum_betty_200.jpg
3086,McConnell,Mitch,112.0,2011.0,KY,Senate,0.0,Republican,1984.0,Male,6.0,Caucasian,8.0,1.0,2.0,0.0,0.0,https://www.congress.gov/img/member/m000355_200.jpg
3087,McCotter,Thaddeus,112.0,2011.0,MI,House of Representative,11.0,Republican,2002.0,Male,15.0,Caucasian,7.0,0.0,0.0,0.0,0.0,https://www.congress.gov/img/member/m001147_200.jpg
3088,McDermott,Jim,112.0,2011.0,WA,House of Representative,7.0,Democrat,1988.0,Male,9.0,Caucasian,32.0,0.0,1.0,1.0,0.0,https://www.congress.gov/img/member/m000404_200.jpg
3089,McGovern,James,112.0,2011.0,MA,House of Representative,3.0,Democrat,1996.0,Male,10.0,Caucasian,12.0,1.0,1.0,0.0,0.0,https://www.congress.gov/img/member/m000312_200.jpg
3090,McHenry,Patrick,112.0,2011.0,NC,House of Representative,10.0,Republican,2004.0,Male,13.0,Caucasian,4.0,2.0,2.0,2.0,0.0,https://www.congress.gov/img/member/114_rp_nc_10_mchenry_patrick_200.jpg
3091,McIntyre,Mike,112.0,2011.0,NC,House of Representative,7.0,Democrat,1996.0,Male,13.0,Caucasian,11.0,1.0,0.0,0.0,0.0,https://www.congress.gov/img/member/m000485_200.jpg
3092,McKeon,Howard,112.0,2011.0,CA,House of Representative,25.0,Republican,1992.0,Male,53.0,Caucasian,18.0,5.0,5.0,4.0,3.0,https://www.congress.gov/img/member/m000508_200.jpg
3093,McKinley,David,112.0,2011.0,WV,House of Representative,1.0,Republican,2010.0,Male,3.0,Caucasian,14.0,4.0,1.0,1.0,0.0,https://www.congress.gov/img/member/114_rp_wv_1_mckinley_david_200.jpg
3094,McMorris Rodgers,Cathy,112.0,2011.0,WA,House of Representative,5.0,Republican,2004.0,Female,9.0,Caucasian,20.0,3.0,3.0,3.0,0.0,https://www.congress.gov/img/member/114_rp_wa_5_mcmorrisrodgers_cathy_200.jpg
3095,McNerney,Jerry,112.0,2011.0,CA,House of Representative,11.0,Democrat,2006.0,Male,53.0,Caucasian,16.0,2.0,0.0,0.0,0.0,https://www.congress.gov/img/member/114_rp_ca_9_mcnerney_jerry_200.jpg
3096,Meehan,Patrick,112.0,2011.0,PA,House of Representative,7.0,Republican,2010.0,Male,19.0,Caucasian,19.0,2.0,2.0,2.0,0.0,https://www.congress.gov/img/member/m001181_200.jpg
3097,Meeks,Gregory,112.0,2011.0,NY,House of Representative,6.0,Democrat,1998.0,Male,29.0,African-American,5.0,0.0,1.0,1.0,1.0,https://www.congress.gov/img/member/m001137_200.jpg
3098,Menendez,Robert,112.0,2011.0,NJ,Senate,0.0,Democrat,2006.0,Male,13.0,Latino/a,180.0,3.0,3.0,0.0,0.0,https://www.congress.gov/img/member/m000639_200.jpg
3099,Merkley,Jeff,112.0,2011.0,OR,Senate,0.0,Democrat,2008.0,Male,5.0,Caucasian,30.0,8.0,1.0,1.0,0.0,https://www.congress.gov/img/member/m001176_200.jpg
3100,Mica,John,112.0,2011.0,FL,House of Representative,7.0,Republican,1992.0,Male,25.0,Caucasian,25.0,11.0,19.0,14.0,12.0,https://www.congress.gov/img/member/m000689_200.jpg
3101,Michaud,Michael,112.0,2011.0,ME,House of Representative,2.0,Democrat,2002.0,Male,2.0,Caucasian,17.0,2.0,0.0,0.0,0.0,https://www.congress.gov/img/member/m001149_200.jpg
3102,Mikulski,Barbara,112.0,2011.0,MD,Senate,0.0,Democrat,1986.0,Female,8.0,Caucasian,18.0,3.0,4.0,1.0,0.0,https://www.congress.gov/img/member/m000702_200.jpg
3103,Miller,Brad,112.0,2011.0,NC,House of Representative,13.0,Democrat,2002.0,Male,13.0,Caucasian,6.0,0.0,0.0,0.0,0.0,https://www.congress.gov/img/member/m001154_200.jpg
3104,Miller,George,112.0,2011.0,CA,House of Representative,7.0,Democrat,1974.0,Male,53.0,Caucasian,13.0,1.0,0.0,0.0,0.0,https://www.congress.gov/img/member/m000725_200.jpg
3105,Miller,Candice,112.0,2011.0,MI,House of Representative,10.0,Republican,2002.0,Female,15.0,Caucasian,13.0,3.0,4.0,4.0,1.0,https://www.congress.gov/img/member/m001150_200.jpg
3106,Miller,Gary,112.0,2011.0,CA,House of Representative,42.0,Republican,1998.0,Male,53.0,Caucasian,15.0,2.0,2.0,2.0,1.0,https://www.congress.gov/img/member/m001139_200.jpg
3107,Miller,Jeff,112.0,2011.0,FL,House of Representative,1.0,Republican,2001.0,Male,25.0,Caucasian,18.0,9.0,9.0,6.0,4.0,https://www.congress.gov/img/member/m001144_200.jpg
3108,Moore,Gwen,112.0,2011.0,WI,House of Representative,4.0,Democrat,2004.0,Female,8.0,African-American,11.0,0.0,1.0,1.0,0.0,https://www.congress.gov/img/member/114_rp_wi_4_moore_gwen_200.jpg
3109,Moran,James,112.0,2011.0,VA,House of Representative,8.0,Democrat,1990.0,Male,11.0,Caucasian,17.0,0.0,0.0,0.0,0.0,https://www.congress.gov/img/member/m000933_200.jpg
3110,Moran,Jerry,112.0,2011.0,KS,Senate,0.0,Republican,2010.0,Male,4.0,Caucasian,17.0,4.0,1.0,1.0,0.0,https://www.congress.gov/img/member/m000934_200.jpg
3111,Mulvaney,Mick,112.0,2011.0,SC,House of Representative,5.0,Republican,2010.0,Male,6.0,Caucasian,43.0,2.0,2.0,0.0,0.0,https://www.congress.gov/img/member/m001182_200.jpg
3112,Murkowski,Lisa,112.0,2011.0,AK,Senate,0.0,Republican,2002.0,Female,1.0,Caucasian,43.0,15.0,4.0,2.0,1.0,https://www.congress.gov/img/member/m001153_200.jpg
3113,Murphy,Christopher,112.0,2011.0,CT,House of Representative,5.0,Democrat,2006.0,Male,5.0,Caucasian,22.0,0.0,1.0,1.0,0.0,https://www.congress.gov/img/member/m001169_200.jpg
3114,Murphy,Tim,112.0,2011.0,PA,House of Representative,18.0,Republican,2002.0,Male,19.0,Caucasian,38.0,2.0,2.0,0.0,0.0,https://www.congress.gov/img/member/114_rp_pa_18_murphy_tim_200.jpg
3115,Murray,Patty,112.0,2011.0,WA,Senate,0.0,Democrat,1992.0,Female,9.0,Caucasian,40.0,14.0,9.0,3.0,2.0,https://www.congress.gov/img/member/m001111_200.jpg
3116,Myrick,Sue,112.0,2011.0,NC,House of Representative,9.0,Republican,1994.0,Female,13.0,Caucasian,32.0,1.0,0.0,0.0,0.0,https://www.congress.gov/img/member/m001134_200.jpg
3117,Nadler,Jerrold,112.0,2011.0,NY,House of Representative,8.0,Democrat,1992.0,Male,29.0,Caucasian,31.0,1.0,1.0,0.0,0.0,https://www.congress.gov/img/member/114_rp_ny_10_nadler_jerrold_200.jpg
3118,Napolitano,Grace,112.0,2011.0,CA,House of Representative,38.0,Democrat,1998.0,Female,53.0,Latino/a,2.0,1.0,0.0,0.0,0.0,https://www.congress.gov/img/member/114_rp_ca_32_napolitano_grace_200.jpg
3119,Neal,Richard,112.0,2011.0,MA,House of Representative,2.0,Democrat,1988.0,Male,10.0,Caucasian,19.0,0.0,0.0,0.0,0.0,https://www.congress.gov/img/member/n000015_200.jpg
3120,Nelson,Ben,112.0,2011.0,NE,Senate,0.0,Democrat,2000.0,Male,3.0,Caucasian,20.0,0.0,0.0,0.0,0.0,https://www.congress.gov/img/member/111nelson_d_ne_200.jpg
3121,Nelson,Bill,112.0,2011.0,FL,Senate,0.0,Democrat,2000.0,Male,25.0,Caucasian,35.0,4.0,4.0,1.0,0.0,https://www.congress.gov/img/member/n000032_200.jpg
3122,Neugebauer,Randy,112.0,2011.0,TX,House of Representative,19.0,Republican,2003.0,Male,32.0,Caucasian,16.0,2.0,1.0,1.0,1.0,https://www.congress.gov/img/member/n000182_200.jpg
3123,Noem,Kristi,112.0,2011.0,SD,House of Representative,1.0,Republican,2010.0,Female,1.0,Caucasian,11.0,3.0,3.0,2.0,0.0,https://www.congress.gov/img/member/n000184_200.jpg
3124,Norton,Eleanor,112.0,2011.0,DC,House of Representative,1.0,Democrat,1990.0,Female,1.0,African-American,38.0,2.0,2.0,2.0,2.0,https://www.congress.gov/img/member/114_dg_dc_norton_eleanor_200.jpg
3125,Nugent,Richard,112.0,2011.0,FL,House of Representative,5.0,Republican,2010.0,Male,25.0,Caucasian,6.0,0.0,0.0,0.0,0.0,https://www.congress.gov/img/member/n000185_200.jpg
3126,Nunes,Devin,112.0,2011.0,CA,House of Representative,21.0,Republican,2002.0,Male,53.0,Latino/a,23.0,3.0,2.0,2.0,1.0,https://www.congress.gov/img/member/114_rp_ca_22_nunes_devin_200.jpg
3127,Nunnelee,Alan,112.0,2011.0,MS,House of Representative,1.0,Republican,2010.0,Male,4.0,Caucasian,5.0,1.0,1.0,1.0,1.0,https://www.congress.gov/img/member/n000186_200.jpg
3128,Olson,Pete,112.0,2011.0,TX,House of Representative,22.0,Republican,2008.0,Male,32.0,Caucasian,18.0,1.0,1.0,1.0,0.0,https://www.congress.gov/img/member/114_rp_tx_22_olson_pete_200.jpg
3129,Olver,John,112.0,2011.0,MA,House of Representative,1.0,Democrat,1991.0,Male,10.0,Caucasian,2.0,1.0,1.0,1.0,1.0,https://www.congress.gov/img/member/o000085_200.jpg
3130,Owens,William,112.0,2011.0,NY,House of Representative,23.0,Democrat,2009.0,Male,29.0,Caucasian,26.0,1.0,0.0,0.0,0.0,https://www.congress.gov/img/member/o000169_200.jpg
3131,Palazzo,Steven,112.0,2011.0,MS,House of Representative,4.0,Republican,2010.0,Male,4.0,Caucasian,5.0,0.0,1.0,1.0,1.0,https://www.congress.gov/img/member/114_rp_ms_4_palazzo_steven_200.jpg
3132,Pallone,Frank,112.0,2011.0,NJ,House of Representative,6.0,Democrat,1988.0,Male,13.0,Caucasian,17.0,2.0,0.0,0.0,0.0,https://www.congress.gov/img/member/p000034_200.jpg
3133,Pascrell,Bill,112.0,2011.0,NJ,House of Representative,8.0,Democrat,1996.0,Male,13.0,Caucasian,28.0,1.0,1.0,0.0,0.0,https://www.congress.gov/img/member/114_rp_nj_9_pascrell_bill_200.jpg
3134,Pastor,Ed,112.0,2011.0,AZ,House of Representative,4.0,Democrat,1991.0,Male,8.0,Latino/a,3.0,0.0,0.0,0.0,0.0,https://www.congress.gov/img/member/p000099_200.jpg
3135,Paul,Ron,112.0,2011.0,TX,House of Representative,14.0,Republican,1996.0,Male,32.0,Caucasian,51.0,4.0,1.0,1.0,0.0,https://www.congress.gov/img/member/p000583_200.jpg
